State,County,State_Couinty,Year,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Louisiana,West Baton Rouge,Louisiana West Baton Rouge,2018,38,0,10,149,4,202,0
Maine,Androscoggin,Maine Androscoggin,2018,31,0,0,190,0,169,2
Maine,Aroostook,Maine Aroostook,2018,37,0,0,219,0,145,1
Maine,Cumberland,Maine Cumberland,2018,37,0,13,243,0,107,2
Maine,Hancock,Maine Hancock,2018,37,0,0,355,0,10,0
Maine,Kennebec,Maine Kennebec,2018,30,0,114,217,1,25,3
Maine,Knox,Maine Knox,2018,36,0,0,219,0,0,0
Maine,Oxford,Maine Oxford,2018,34,0,0,176,0,178,0
Maine,Penobscot,Maine Penobscot,2018,32,0,0,197,0,164,4
Maine,Washington,Maine Washington,2018,36,0,0,327,0,12,0
Maine,York,Maine York,2018,40,0,0,227,0,0,0
Maryland,Allegany,Maryland Allegany,2018,13,0,0,0,365,0,0
Maryland,Anne Arundel,Maryland Anne Arundel,2018,35,0,0,237,95,0,14
Maryland,Baltimore,Maryland Baltimore,2018,42,0,15,228,0,122,0
Maryland,Baltimore (City),Maryland Baltimore (City),2018,43,0,25,151,0,188,0
Maryland,Calvert,Maryland Calvert,2018,39,0,0,243,0,0,0
Maryland,Carroll,Maryland Carroll,2018,41,0,0,240,0,0,0
Maryland,Cecil,Maryland Cecil,2018,40,0,0,160,0,198,0
Maryland,Charles,Maryland Charles,2018,39,0,0,235,0,0,0
Maryland,Dorchester,Maryland Dorchester,2018,38,0,0,314,0,51,0
Maryland,Frederick,Maryland Frederick,2018,41,0,0,245,0,0,0
Maryland,Garrett,Maryland Garrett,2018,37,0,0,313,0,49,0
Maryland,Harford,Maryland Harford,2018,39,0,0,226,0,132,0
Maryland,Howard,Maryland Howard,2018,35,0,77,0,0,288,0
Maryland,Kent,Maryland Kent,2018,39,0,0,224,0,137,0
Maryland,Montgomery,Maryland Montgomery,2018,42,0,0,185,0,162,0
Maryland,Prince George's,Maryland Prince George's,2018,39,0,4,288,0,73,0
Maryland,Washington,Maryland Washington,2018,38,0,0,200,0,156,0
Massachusetts,Barnstable,Massachusetts Barnstable,2018,36,0,0,355,0,5,0
Massachusetts,Berkshire,Massachusetts Berkshire,2018,33,0,0,80,0,285,0
Massachusetts,Bristol,Massachusetts Bristol,2018,40,0,0,276,0,89,0
Massachusetts,Dukes,Massachusetts Dukes,2018,37,0,0,352,0,8,0
Massachusetts,Essex,Massachusetts Essex,2018,38,0,4,260,0,101,0
Massachusetts,Franklin,Massachusetts Franklin,2018,36,0,0,280,0,85,0
Massachusetts,Hampden,Massachusetts Hampden,2018,38,0,19,232,0,114,0
Massachusetts,Hampshire,Massachusetts Hampshire,2018,37,0,5,258,0,100,0
Massachusetts,Middlesex,Massachusetts Middlesex,2018,35,0,7,269,0,89,0
Massachusetts,Norfolk,Massachusetts Norfolk,2018,32,0,19,334,0,0,0
Massachusetts,Plymouth,Massachusetts Plymouth,2018,36,0,0,279,0,85,0
Massachusetts,Suffolk,Massachusetts Suffolk,2018,44,0,13,58,0,294,0
Massachusetts,Worcester,Massachusetts Worcester,2018,38,0,8,273,0,84,0
Michigan,Allegan,Michigan Allegan,2018,40,0,0,229,0,57,0
Michigan,Bay,Michigan Bay,2018,28,0,0,0,0,356,0
Michigan,Benzie,Michigan Benzie,2018,38,0,0,250,0,0,0
Michigan,Berrien,Michigan Berrien,2018,40,0,0,245,0,0,0
Michigan,Cass,Michigan Cass,2018,40,0,0,240,0,0,0
Michigan,Chippewa,Michigan Chippewa,2018,34,0,0,111,0,160,0
Michigan,Clinton,Michigan Clinton,2018,39,0,0,244,0,0,0
Michigan,Genesee,Michigan Genesee,2018,38,0,0,214,0,148,0
Michigan,Huron,Michigan Huron,2018,38,0,0,241,0,0,0
Michigan,Ingham,Michigan Ingham,2018,37,0,0,191,0,151,0
Michigan,Kalamazoo,Michigan Kalamazoo,2018,40,0,0,170,0,186,0
Michigan,Kent,Michigan Kent,2018,39,0,0,227,0,138,0
Michigan,Keweenaw,Michigan Keweenaw,2018,9,0,0,0,0,114,0
Michigan,Lenawee,Michigan Lenawee,2018,38,0,0,221,0,123,0
Michigan,Macomb,Michigan Macomb,2018,39,0,0,249,0,50,0
Michigan,Manistee,Michigan Manistee,2018,33,0,0,206,0,59,0
Michigan,Mason,Michigan Mason,2018,37,0,0,252,0,0,0
Michigan,Missaukee,Michigan Missaukee,2018,36,0,2,339,0,24,0
Michigan,Monroe,Michigan Monroe,2018,1,0,0,0,304,0,61
Michigan,Muskegon,Michigan Muskegon,2018,40,0,0,240,0,0,0
Michigan,Oakland,Michigan Oakland,2018,40,0,0,220,0,58,0
Michigan,Ottawa,Michigan Ottawa,2018,36,0,0,235,76,52,2
Michigan,Schoolcraft,Michigan Schoolcraft,2018,31,0,0,245,0,106,0
Michigan,St. Clair,Michigan St. Clair,2018,40,0,0,145,120,100,0
Michigan,Tuscola,Michigan Tuscola,2018,35,0,0,356,0,0,0
Michigan,Washtenaw,Michigan Washtenaw,2018,40,0,0,234,0,131,0
Michigan,Wayne,Michigan Wayne,2018,52,0,7,81,23,222,32
Michigan,Wexford,Michigan Wexford,2018,35,0,0,356,0,0,0
Minnesota,Anoka,Minnesota Anoka,2018,40,0,6,216,0,142,1
Minnesota,Becker,Minnesota Becker,2018,31,0,0,203,0,155,0
Minnesota,Beltrami,Minnesota Beltrami,2018,23,0,0,0,0,352,0
Minnesota,Carlton,Minnesota Carlton,2018,26,0,0,159,0,195,0
Minnesota,Cass,Minnesota Cass,2018,23,0,0,0,0,320,0
Minnesota,Cook,Minnesota Cook,2018,18,0,0,0,0,353,0
Minnesota,Crow Wing,Minnesota Crow Wing,2018,27,0,0,167,0,181,0
Minnesota,Dakota,Minnesota Dakota,2018,31,0,64,0,0,301,0
Minnesota,Goodhue,Minnesota Goodhue,2018,38,0,0,231,0,0,0
Minnesota,Hennepin,Minnesota Hennepin,2018,44,4,12,60,0,159,130
Minnesota,Lake,Minnesota Lake,2018,32,0,0,159,0,86,120
Minnesota,Lyon,Minnesota Lyon,2018,32,0,0,166,0,199,0
Minnesota,Mille Lacs,Minnesota Mille Lacs,2018,30,0,0,126,0,0,0
Minnesota,Olmsted,Minnesota Olmsted,2018,38,0,0,148,0,213,0
Minnesota,Ramsey,Minnesota Ramsey,2018,34,0,0,0,0,324,41
Minnesota,Saint Louis,Minnesota Saint Louis,2018,35,0,0,281,0,74,10
Minnesota,Scott,Minnesota Scott,2018,35,0,0,291,0,66,0
Minnesota,Stearns,Minnesota Stearns,2018,34,0,0,186,0,179,0
Minnesota,Washington,Minnesota Washington,2018,44,0,0,81,1,215,68
Minnesota,Winona,Minnesota Winona,2018,20,0,0,0,0,113,0
Minnesota,Wright,Minnesota Wright,2018,37,0,0,203,0,162,0
Mississippi,Bolivar,Mississippi Bolivar,2018,41,0,0,163,0,149,0
Mississippi,DeSoto,Mississippi DeSoto,2018,40,0,0,127,0,238,0
Mississippi,Forrest,Mississippi Forrest,2018,37,0,0,0,0,359,0
Mississippi,Grenada,Mississippi Grenada,2018,27,0,0,0,0,105,0
Mississippi,Hancock,Mississippi Hancock,2018,35,0,0,168,0,195,0
Mississippi,Harrison,Mississippi Harrison,2018,38,0,0,171,0,193,0
Mississippi,Hinds,Mississippi Hinds,2018,44,0,1,146,0,218,0
Mississippi,Jackson,Mississippi Jackson,2018,38,0,1,166,1,195,0
Mississippi,Lauderdale,Mississippi Lauderdale,2018,37,0,0,237,0,0,0
Mississippi,Lee,Mississippi Lee,2018,36,0,0,243,0,0,0
Mississippi,Yalobusha,Mississippi Yalobusha,2018,29,0,0,325,0,0,0
Missouri,Andrew,Missouri Andrew,2018,42,0,0,245,0,0,0
Missouri,Boone,Missouri Boone,2018,40,0,0,245,0,0,0
Missouri,Buchanan,Missouri Buchanan,2018,36,0,0,0,0,304,59
Missouri,Callaway,Missouri Callaway,2018,40,0,0,245,0,0,0
Missouri,Cass,Missouri Cass,2018,38,0,0,211,0,153,0
Missouri,Cedar,Missouri Cedar,2018,39,0,0,180,0,183,0
Missouri,Clay,Missouri Clay,2018,39,0,0,220,0,143,0
Missouri,Clinton,Missouri Clinton,2018,42,0,0,245,0,0,0
Missouri,Franklin,Missouri Franklin,2018,3,0,0,0,365,0,0
Missouri,Greene,Missouri Greene,2018,39,0,0,198,0,161,6
Missouri,Iron,Missouri Iron,2018,21,0,0,0,365,0,0
Missouri,Jackson,Missouri Jackson,2018,36,0,60,0,0,256,49
Missouri,Jasper,Missouri Jasper,2018,36,0,0,226,0,0,139
Missouri,Jefferson,Missouri Jefferson,2018,36,0,0,197,24,115,29
Missouri,Lincoln,Missouri Lincoln,2018,41,0,0,245,0,0,0
Missouri,Monroe,Missouri Monroe,2018,35,0,0,365,0,0,0
Missouri,New Madrid,Missouri New Madrid,2018,4,0,0,0,365,0,0
Missouri,Perry,Missouri Perry,2018,39,0,0,245,0,0,0
Missouri,Saint Charles,Missouri Saint Charles,2018,36,0,0,242,123,0,0
Missouri,Saint Louis,Missouri Saint Louis,2018,44,0,26,175,0,164,0
Missouri,Sainte Genevieve,Missouri Sainte Genevieve,2018,40,0,0,245,0,0,0
Missouri,St. Louis City,Missouri St. Louis City,2018,48,0,21,137,0,189,18
Missouri,Stoddard,Missouri Stoddard,2018,24,0,0,0,0,117,0
Missouri,Taney,Missouri Taney,2018,21,0,0,0,0,119,0
Montana,Cascade,Montana Cascade,2018,25,0,0,0,0,360,0
Montana,Fergus,Montana Fergus,2018,40,0,0,327,0,37,1
Montana,Flathead,Montana Flathead,2018,41,0,0,186,0,160,19
Montana,Gallatin,Montana Gallatin,2018,25,0,8,0,0,357,0
Montana,Lake,Montana Lake,2018,8,0,0,0,0,118,0
Montana,Lewis and Clark,Montana Lewis and Clark,2018,43,0,0,253,0,112,0
Montana,Lincoln,Montana Lincoln,2018,47,0,0,0,0,362,3
Montana,Missoula,Montana Missoula,2018,48,0,0,111,0,252,2
Montana,Phillips,Montana Phillips,2018,36,0,1,311,0,48,0
Montana,Powder River,Montana Powder River,2018,38,0,0,265,0,79,18
Montana,Powell,Montana Powell,2018,9,0,0,0,0,113,0
Montana,Ravalli,Montana Ravalli,2018,18,0,0,0,0,351,0
Montana,Richland,Montana Richland,2018,40,0,0,322,0,41,1
Montana,Roosevelt,Montana Roosevelt,2018,13,0,0,0,0,105,0
Montana,Rosebud,Montana Rosebud,2018,38,0,0,301,0,57,3
Montana,Sanders,Montana Sanders,2018,28,0,0,0,0,341,24
Montana,Sheridan,Montana Sheridan,2018,15,0,0,0,0,112,0
Montana,Silver Bow,Montana Silver Bow,2018,20,0,0,0,0,200,163
Montana,Yellowstone,Montana Yellowstone,2018,27,0,0,0,26,338,0
Nebraska,Cass,Nebraska Cass,2018,15,0,0,0,0,0,337
Nebraska,Douglas,Nebraska Douglas,2018,43,0,0,191,12,150,12
Nebraska,Hall,Nebraska Hall,2018,23,0,0,0,0,111,0
Nebraska,Knox,Nebraska Knox,2018,34,0,0,357,0,0,0
Nebraska,Lancaster,Nebraska Lancaster,2018,31,0,0,229,77,59,0
Nebraska,Sarpy,Nebraska Sarpy,2018,35,0,0,0,0,349,0
Nebraska,Scotts Bluff,Nebraska Scotts Bluff,2018,22,0,0,0,0,116,0
Nebraska,Thomas,Nebraska Thomas,2018,16,0,0,0,0,114,0
Nebraska,Washington,Nebraska Washington,2018,29,0,0,0,0,116,0
Nevada,Carson City,Nevada Carson City,2018,44,0,0,311,0,54,0
Nevada,Churchill,Nevada Churchill,2018,44,0,0,332,0,0,0
Nevada,Clark,Nevada Clark,2018,61,0,50,226,0,76,13
Nevada,Douglas,Nevada Douglas,2018,15,0,0,0,0,362,0
Nevada,Elko,Nevada Elko,2018,19,0,0,77,0,15,254
Nevada,Lyon,Nevada Lyon,2018,40,0,0,362,0,0,0
Nevada,Nye,Nevada Nye,2018,18,0,0,0,0,0,365
Nevada,Washoe,Nevada Washoe,2018,48,0,8,281,0,59,17
Nevada,White Pine,Nevada White Pine,2018,44,0,0,349,0,6,0
New Hampshire,Belknap,New Hampshire Belknap,2018,32,0,0,206,0,77,0
New Hampshire,Cheshire,New Hampshire Cheshire,2018,35,0,0,272,0,93,0
New Hampshire,Coos,New Hampshire Coos,2018,44,0,0,227,0,44,0
New Hampshire,Grafton,New Hampshire Grafton,2018,36,0,0,259,0,106,0
New Hampshire,Hillsborough,New Hampshire Hillsborough,2018,36,1,0,350,0,14,0
New Hampshire,Merrimack,New Hampshire Merrimack,2018,27,0,0,213,152,0,0
New Hampshire,Rockingham,New Hampshire Rockingham,2018,37,0,0,318,0,47,0
New Jersey,Atlantic,New Jersey Atlantic,2018,37,0,0,250,0,115,0
New Jersey,Bergen,New Jersey Bergen,2018,45,1,69,96,0,199,0
New Jersey,Camden,New Jersey Camden,2018,44,1,9,161,0,194,0
New Jersey,Cumberland,New Jersey Cumberland,2018,38,0,15,173,0,177,0
New Jersey,Essex,New Jersey Essex,2018,38,2,57,164,0,141,0
New Jersey,Gloucester,New Jersey Gloucester,2018,39,0,0,232,0,44,0
New Jersey,Hudson,New Jersey Hudson,2018,42,0,90,126,0,149,0
New Jersey,Hunterdon,New Jersey Hunterdon,2018,38,0,0,230,0,122,0
New Jersey,Mercer,New Jersey Mercer,2018,40,0,0,234,0,131,0
New Jersey,Middlesex,New Jersey Middlesex,2018,38,0,23,234,0,108,0
New Jersey,Monmouth,New Jersey Monmouth,2018,33,0,0,245,0,0,0
New Jersey,Morris,New Jersey Morris,2018,34,0,12,331,0,22,0
New Jersey,Ocean,New Jersey Ocean,2018,35,0,0,220,0,129,0
New Jersey,Passaic,New Jersey Passaic,2018,37,0,0,223,0,54,0
New Jersey,Union,New Jersey Union,2018,42,1,72,0,0,292,0
New Jersey,Warren,New Jersey Warren,2018,35,0,38,158,0,161,0
New Mexico,Bernalillo,New Mexico Bernalillo,2018,53,0,1,257,0,51,56
New Mexico,Catron,New Mexico Catron,2018,8,0,0,0,0,117,0
New Mexico,Chaves,New Mexico Chaves,2018,21,0,0,0,0,118,0
New Mexico,Dona Ana,New Mexico Dona Ana,2018,57,0,3,258,0,50,54
New Mexico,Eddy,New Mexico Eddy,2018,47,0,7,354,0,4,0
New Mexico,Lea,New Mexico Lea,2018,45,0,3,302,0,60,0
New Mexico,Lincoln,New Mexico Lincoln,2018,11,0,0,0,0,116,0
New Mexico,Los Alamos,New Mexico Los Alamos,2018,10,0,0,0,0,120,0
New Mexico,Luna,New Mexico Luna,2018,16,0,0,0,0,0,357
New Mexico,Rio Arriba,New Mexico Rio Arriba,2018,46,0,0,360,0,2,0
New Mexico,San Juan,New Mexico San Juan,2018,47,0,2,363,0,0,0
New Mexico,Sandoval,New Mexico Sandoval,2018,45,0,0,350,0,1,3
New Mexico,Santa Fe,New Mexico Santa Fe,2018,44,0,0,353,0,12,0
New Mexico,Socorro,New Mexico Socorro,2018,13,0,0,0,0,112,0
New Mexico,Taos,New Mexico Taos,2018,23,0,0,0,0,365,0
New Mexico,Valencia,New Mexico Valencia,2018,45,0,0,359,0,0,0
New York,Albany,New York Albany,2018,38,0,0,216,0,149,0
New York,Bronx,New York Bronx,2018,39,0,80,169,0,116,0
New York,Chautauqua,New York Chautauqua,2018,36,0,0,336,4,22,0
New York,Dutchess,New York Dutchess,2018,31,0,0,348,16,0,0
New York,Erie,New York Erie,2018,40,0,17,204,0,144,0
New York,Essex,New York Essex,2018,41,0,0,363,0,2,0
New York,Franklin,New York Franklin,2018,0,0,0,0,341,0,0
New York,Hamilton,New York Hamilton,2018,33,0,0,352,5,0,0
New York,Herkimer,New York Herkimer,2018,36,0,0,245,3,0,0
New York,Jefferson,New York Jefferson,2018,33,0,0,329,0,0,0
New York,Kings,New York Kings,2018,25,0,0,0,0,365,0
New York,Monroe,New York Monroe,2018,36,0,6,205,0,154,0
New York,Nassau,New York Nassau,2018,21,0,0,0,7,358,0
New York,New York,New York New York,2018,41,0,0,142,0,223,0
New York,Niagara,New York Niagara,2018,34,0,0,320,0,0,0
New York,Oneida,New York Oneida,2018,18,0,0,0,0,364,0
New York,Onondaga,New York Onondaga,2018,35,0,0,310,1,54,0
New York,Orange,New York Orange,2018,35,0,0,261,0,104,0
New York,Oswego,New York Oswego,2018,32,0,0,350,0,0,0
New York,Putnam,New York Putnam,2018,31,0,0,337,15,0,0
New York,Queens,New York Queens,2018,39,0,66,170,0,129,0
New York,Richmond,New York Richmond,2018,37,0,0,132,0,231,0
New York,Rockland,New York Rockland,2018,35,0,0,302,0,63,0
New York,Saratoga,New York Saratoga,2018,31,0,0,361,0,0,0
New York,Seneca,New York Seneca,2018,0,0,0,0,364,0,0
New York,St. Lawrence,New York St. Lawrence,2018,14,0,0,0,359,0,0
New York,Steuben,New York Steuben,2018,32,1,0,295,0,65,0
New York,Suffolk,New York Suffolk,2018,39,0,0,287,0,78,0
New York,Tompkins,New York Tompkins,2018,33,0,0,353,11,0,0
New York,Wayne,New York Wayne,2018,38,0,0,239,0,0,0
New York,Westchester,New York Westchester,2018,34,0,0,289,0,76,0
North Carolina,Alexander,North Carolina Alexander,2018,40,0,0,233,0,0,0
North Carolina,Avery,North Carolina Avery,2018,38,0,0,345,0,11,0
North Carolina,Beaufort,North Carolina Beaufort,2018,0,0,0,0,299,0,0
North Carolina,Brunswick,North Carolina Brunswick,2018,0,0,0,0,329,0,0
North Carolina,Buncombe,North Carolina Buncombe,2018,35,0,0,193,3,169,0
North Carolina,Caldwell,North Carolina Caldwell,2018,39,0,0,244,0,0,0
North Carolina,Carteret,North Carolina Carteret,2018,38,0,0,222,0,0,0
North Carolina,Caswell,North Carolina Caswell,2018,40,0,0,232,0,0,0
North Carolina,Catawba,North Carolina Catawba,2018,32,0,0,0,0,352,0
North Carolina,Cumberland,North Carolina Cumberland,2018,38,0,0,194,0,145,10
North Carolina,Davidson,North Carolina Davidson,2018,37,0,0,0,0,353,0
North Carolina,Durham,North Carolina Durham,2018,42,0,0,160,0,197,1
North Carolina,Edgecombe,North Carolina Edgecombe,2018,33,0,0,187,0,167,0
North Carolina,Forsyth,North Carolina Forsyth,2018,44,0,7,193,0,165,0
North Carolina,Graham,North Carolina Graham,2018,43,0,0,195,0,0,0
North Carolina,Granville,North Carolina Granville,2018,42,0,0,233,0,0,0
North Carolina,Guilford,North Carolina Guilford,2018,40,0,0,211,0,128,16
North Carolina,Haywood,North Carolina Haywood,2018,44,0,0,197,148,20,0
North Carolina,Hyde,North Carolina Hyde,2018,19,0,0,0,0,109,0
North Carolina,Jackson,North Carolina Jackson,2018,41,0,0,163,0,74,0
North Carolina,Johnston,North Carolina Johnston,2018,39,0,0,161,0,193,0
North Carolina,Lee,North Carolina Lee,2018,45,0,0,127,0,83,0
North Carolina,Lenoir,North Carolina Lenoir,2018,36,0,0,222,0,0,56
North Carolina,Lincoln,North Carolina Lincoln,2018,41,0,0,225,0,0,0
North Carolina,Macon,North Carolina Macon,2018,31,0,0,356,0,0,0
North Carolina,Martin,North Carolina Martin,2018,34,0,0,224,0,0,65
North Carolina,Mecklenburg,North Carolina Mecklenburg,2018,44,1,5,200,0,153,1
North Carolina,Mitchell,North Carolina Mitchell,2018,20,0,0,0,0,355,0
North Carolina,Montgomery,North Carolina Montgomery,2018,35,0,0,258,0,105,0
North Carolina,New Hanover,North Carolina New Hanover,2018,30,0,0,201,0,128,0
North Carolina,Person,North Carolina Person,2018,33,0,0,232,124,0,0
North Carolina,Pitt,North Carolina Pitt,2018,35,0,0,189,0,156,0
North Carolina,Rockingham,North Carolina Rockingham,2018,38,0,0,233,57,0,0
North Carolina,Rowan,North Carolina Rowan,2018,35,0,0,336,0,0,0
North Carolina,Swain,North Carolina Swain,2018,36,0,0,177,0,186,0
North Carolina,Union,North Carolina Union,2018,44,0,0,189,0,0,0
North Carolina,Wake,North Carolina Wake,2018,44,1,0,150,0,210,0
North Carolina,Yancey,North Carolina Yancey,2018,44,0,0,230,0,0,0
North Dakota,Billings,North Dakota Billings,2018,38,0,0,304,0,57,0
North Dakota,Burke,North Dakota Burke,2018,34,0,0,327,2,31,1
North Dakota,Burleigh,North Dakota Burleigh,2018,37,2,7,184,0,166,4
North Dakota,Cass,North Dakota Cass,2018,35,0,9,239,0,103,9
North Dakota,Dunn,North Dakota Dunn,2018,34,0,1,285,0,62,1
North Dakota,McKenzie,North Dakota McKenzie,2018,37,0,0,300,1,51,3
North Dakota,Mercer,North Dakota Mercer,2018,36,0,4,292,10,58,1
North Dakota,Oliver,North Dakota Oliver,2018,36,0,0,300,1,56,3
North Dakota,Ward,North Dakota Ward,2018,31,0,0,224,0,124,12
North Dakota,Williams,North Dakota Williams,2018,38,0,0,207,60,95,3
Ohio,Adams,Ohio Adams,2018,23,0,0,0,26,333,0
Ohio,Allen,Ohio Allen,2018,39,0,0,215,9,141,0
Ohio,Ashtabula,Ohio Ashtabula,2018,31,0,0,243,122,0,0
Ohio,Athens,Ohio Athens,2018,28,0,0,0,0,94,0
Ohio,Belmont,Ohio Belmont,2018,17,1,253,0,1,104,6
Ohio,Butler,Ohio Butler,2018,41,0,0,284,10,65,6
Ohio,Clark,Ohio Clark,2018,44,0,0,160,3,202,0
Ohio,Clermont,Ohio Clermont,2018,40,0,0,222,0,134,0
Ohio,Clinton,Ohio Clinton,2018,41,0,0,245,0,0,0
Ohio,Columbiana,Ohio Columbiana,2018,1,0,0,0,240,0,63
Ohio,Cuyahoga,Ohio Cuyahoga,2018,45,0,8,177,2,166,12
Ohio,Delaware,Ohio Delaware,2018,39,0,0,244,0,0,0
Ohio,Fayette,Ohio Fayette,2018,35,0,0,364,0,0,0
Ohio,Franklin,Ohio Franklin,2018,43,0,20,182,0,161,2
Ohio,Gallia,Ohio Gallia,2018,4,0,0,0,365,0,0
Ohio,Geauga,Ohio Geauga,2018,42,0,0,245,0,0,0
Ohio,Greene,Ohio Greene,2018,41,0,0,175,0,188,0
Ohio,Hamilton,Ohio Hamilton,2018,51,0,23,126,0,216,0
Ohio,Harrison,Ohio Harrison,2018,3,103,0,0,0,40,2
Ohio,Jefferson,Ohio Jefferson,2018,47,0,0,93,27,245,0
Ohio,Knox,Ohio Knox,2018,40,0,0,245,0,0,0
Ohio,Lake,Ohio Lake,2018,38,0,0,208,6,151,0
Ohio,Lawrence,Ohio Lawrence,2018,36,0,0,180,1,184,0
Ohio,Licking,Ohio Licking,2018,40,0,0,245,0,0,0
Ohio,Lorain,Ohio Lorain,2018,37,0,0,171,0,194,0
Ohio,Lucas,Ohio Lucas,2018,41,0,0,195,22,148,0
