State,County,State_Couinty,Year,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Alabama,Baldwin,Alabama Baldwin,2018,35,0,0,214,0,56,0
Alabama,Clay,Alabama Clay,2018,27,0,0,0,0,110,0
Alabama,Colbert,Alabama Colbert,2018,35,0,0,209,0,68,0
Alabama,DeKalb,Alabama DeKalb,2018,35,0,0,317,0,33,0
Alabama,Elmore,Alabama Elmore,2018,33,0,0,222,0,0,0
Alabama,Etowah,Alabama Etowah,2018,41,0,0,179,0,145,0
Alabama,Houston,Alabama Houston,2018,35,0,0,211,0,66,0
Alabama,Jefferson,Alabama Jefferson,2018,51,0,1,106,32,223,3
Alabama,Lawrence,Alabama Lawrence,2018,23,0,0,0,0,118,0
Alabama,Madison,Alabama Madison,2018,41,0,0,130,0,234,1
Alabama,Mobile,Alabama Mobile,2018,38,0,0,150,13,202,0
Alabama,Montgomery,Alabama Montgomery,2018,52,0,0,43,0,281,0
Alabama,Morgan,Alabama Morgan,2018,37,0,0,176,0,188,0
Alabama,Russell,Alabama Russell,2018,39,0,0,115,0,249,0
Alabama,Shelby,Alabama Shelby,2018,31,0,0,232,131,0,0
Alabama,Sumter,Alabama Sumter,2018,29,0,0,222,13,130,0
Alabama,Tuscaloosa,Alabama Tuscaloosa,2018,37,0,0,195,0,125,0
Alaska,Aleutians East ,Alaska Aleutians East ,2018,10,0,0,0,0,120,0
Alaska,Anchorage ,Alaska Anchorage ,2018,24,2,0,0,0,259,104
Alaska,Bethel ,Alaska Bethel ,2018,15,0,0,0,0,142,60
Alaska,Denali ,Alaska Denali ,2018,35,0,0,363,0,1,0
Alaska,Fairbanks North Star ,Alaska Fairbanks North Star ,2018,34,0,28,113,2,217,5
Alaska,Juneau ,Alaska Juneau ,2018,23,0,0,0,0,348,4
Alaska,Kenai Peninsula ,Alaska Kenai Peninsula ,2018,8,0,0,0,0,120,0
Alaska,Matanuska-Susitna ,Alaska Matanuska-Susitna ,2018,27,0,0,221,0,122,22
Arizona,Apache,Arizona Apache,2018,12,0,0,0,0,32,326
Arizona,Cochise,Arizona Cochise,2018,44,0,0,313,0,18,34
Arizona,Coconino,Arizona Coconino,2018,45,0,0,358,0,7,0
Arizona,Gila,Arizona Gila,2018,71,0,0,161,188,0,16
Arizona,La Paz,Arizona La Paz,2018,44,0,0,351,0,7,6
Arizona,Maricopa,Arizona Maricopa,2018,71,0,15,184,0,61,105
Arizona,Mohave,Arizona Mohave,2018,18,0,0,0,0,33,330
Arizona,Navajo,Arizona Navajo,2018,44,0,0,353,0,2,8
Arizona,Pima,Arizona Pima,2018,49,0,0,255,0,31,79
Arizona,Pinal,Arizona Pinal,2018,67,0,0,131,0,23,211
Arizona,Santa Cruz,Arizona Santa Cruz,2018,31,0,0,0,0,220,145
Arizona,Yavapai,Arizona Yavapai,2018,43,0,0,363,0,2,0
Arizona,Yuma,Arizona Yuma,2018,45,0,0,235,0,33,97
Arkansas,Arkansas,Arkansas Arkansas,2018,33,0,0,0,0,118,0
Arkansas,Ashley,Arkansas Ashley,2018,29,0,0,0,0,121,0
Arkansas,Clark,Arkansas Clark,2018,31,0,0,361,0,0,0
Arkansas,Craighead,Arkansas Craighead,2018,35,0,0,0,0,90,0
Arkansas,Crittenden,Arkansas Crittenden,2018,40,0,7,187,0,171,0
Arkansas,Garland,Arkansas Garland,2018,31,0,0,0,0,121,0
Arkansas,Jackson,Arkansas Jackson,2018,31,0,0,0,0,122,0
Arkansas,Newton,Arkansas Newton,2018,35,0,0,352,0,12,0
Arkansas,Polk,Arkansas Polk,2018,38,0,0,311,0,52,0
Arkansas,Pulaski,Arkansas Pulaski,2018,43,0,1,146,0,218,0
Arkansas,Union,Arkansas Union,2018,37,0,0,0,0,365,0
Arkansas,Washington,Arkansas Washington,2018,42,0,0,216,0,149,0
California,Alameda,California Alameda,2018,51,0,10,72,0,283,0
California,Amador,California Amador,2018,40,0,0,364,0,0,0
California,Butte,California Butte,2018,54,0,0,203,0,161,1
California,Calaveras,California Calaveras,2018,53,0,0,141,0,223,0
California,Colusa,California Colusa,2018,42,0,0,176,0,155,34
California,Contra Costa,California Contra Costa,2018,48,0,1,107,1,256,0
California,Del Norte,California Del Norte,2018,25,0,0,0,0,180,0
California,El Dorado,California El Dorado,2018,45,0,0,353,0,3,9
California,Fresno,California Fresno,2018,74,0,3,231,0,121,10
California,Glenn,California Glenn,2018,36,0,0,154,0,136,73
California,Humboldt,California Humboldt,2018,34,0,2,251,0,94,18
California,Imperial,California Imperial,2018,62,0,7,129,0,100,129
California,Inyo,California Inyo,2018,48,0,0,311,0,20,34
California,Kern,California Kern,2018,84,0,0,246,0,106,13
California,Kings,California Kings,2018,69,0,0,186,0,123,56
California,Lake,California Lake,2018,33,0,0,344,0,11,2
California,Los Angeles,California Los Angeles,2018,76,0,32,175,0,157,1
California,Madera,California Madera,2018,56,0,0,210,0,120,35
California,Marin,California Marin,2018,36,0,22,135,0,208,0
California,Mariposa,California Mariposa,2018,50,0,0,265,0,100,0
California,Mendocino,California Mendocino,2018,37,0,0,151,0,209,4
California,Merced,California Merced,2018,51,0,1,196,0,167,1
California,Mono,California Mono,2018,23,0,0,0,0,218,147
California,Monterey,California Monterey,2018,38,0,1,212,0,93,59
California,Napa,California Napa,2018,39,1,1,165,0,196,1
California,Nevada,California Nevada,2018,44,0,0,327,0,36,0
California,Orange,California Orange,2018,50,0,25,192,0,145,3
California,Placer,California Placer,2018,50,0,1,297,0,65,2
California,Plumas,California Plumas,2018,35,0,0,0,0,350,0
California,Riverside,California Riverside,2018,87,0,1,232,0,89,43
California,Sacramento,California Sacramento,2018,54,0,1,202,0,157,5
California,San Benito,California San Benito,2018,41,0,0,321,0,43,1
California,San Bernardino,California San Bernardino,2018,88,0,20,215,0,126,4
California,San Diego,California San Diego,2018,64,0,1,202,0,162,0
California,San Francisco,California San Francisco,2018,37,1,34,126,0,203,1
California,San Joaquin,California San Joaquin,2018,54,0,1,154,0,204,6
California,San Luis Obispo,California San Luis Obispo,2018,49,0,0,234,0,92,39
California,San Mateo,California San Mateo,2018,36,0,22,138,0,205,0
California,Santa Barbara,California Santa Barbara,2018,47,0,0,266,0,86,13
California,Santa Clara,California Santa Clara,2018,44,0,7,166,0,192,0
California,Santa Cruz,California Santa Cruz,2018,36,0,0,221,0,144,0
California,Shasta,California Shasta,2018,43,0,0,343,0,21,1
California,Siskiyou,California Siskiyou,2018,41,0,0,241,0,124,0
California,Solano,California Solano,2018,42,0,3,184,0,178,0
California,Sonoma,California Sonoma,2018,36,0,2,280,0,82,1
California,Stanislaus,California Stanislaus,2018,54,0,2,203,0,151,9
California,Sutter,California Sutter,2018,54,0,0,166,0,198,1
California,Tehama,California Tehama,2018,45,0,0,239,0,126,0
California,Trinity,California Trinity,2018,44,0,0,0,0,291,0
California,Tulare,California Tulare,2018,77,0,0,233,0,124,8
California,Tuolumne,California Tuolumne,2018,43,0,0,348,0,0,0
California,Ventura,California Ventura,2018,52,0,2,213,0,138,12
California,Yolo,California Yolo,2018,43,0,0,249,0,114,2
Colorado,Adams,Colorado Adams,2018,49,0,59,146,0,95,65
Colorado,Alamosa,Colorado Alamosa,2018,19,0,0,0,0,25,335
Colorado,Arapahoe,Colorado Arapahoe,2018,45,0,0,354,0,11,0
Colorado,Archuleta,Colorado Archuleta,2018,38,0,0,331,0,0,34
Colorado,Boulder,Colorado Boulder,2018,46,0,0,285,0,77,0
Colorado,Chaffee,Colorado Chaffee,2018,58,0,0,164,0,0,0
Colorado,Clear Creek,Colorado Clear Creek,2018,51,0,0,291,0,0,0
Colorado,Delta,Colorado Delta,2018,35,0,1,213,0,43,40
Colorado,Denver,Colorado Denver,2018,51,0,147,142,0,76,0
Colorado,Douglas,Colorado Douglas,2018,46,0,0,302,0,62,0
Colorado,El Paso,Colorado El Paso,2018,46,0,0,329,0,36,0
Colorado,Fremont,Colorado Fremont,2018,15,0,0,0,0,0,20
Colorado,Garfield,Colorado Garfield,2018,48,0,0,362,0,2,1
Colorado,Grand,Colorado Grand,2018,47,0,0,166,0,0,0
Colorado,Gunnison,Colorado Gunnison,2018,47,0,0,354,0,0,11
Colorado,Jackson,Colorado Jackson,2018,7,0,0,0,0,116,0
Colorado,Jefferson,Colorado Jefferson,2018,46,0,0,365,0,0,0
Colorado,La Plata,Colorado La Plata,2018,45,0,0,330,0,32,3
Colorado,Larimer,Colorado Larimer,2018,50,0,0,322,0,43,0
Colorado,Mesa,Colorado Mesa,2018,46,1,0,301,0,62,1
Colorado,Moffat,Colorado Moffat,2018,42,0,0,331,0,0,0
Colorado,Montezuma,Colorado Montezuma,2018,44,0,0,356,0,3,0
Colorado,Montrose,Colorado Montrose,2018,42,0,0,326,0,0,0
Colorado,Park,Colorado Park,2018,51,0,0,323,0,1,0
Colorado,Pitkin,Colorado Pitkin,2018,14,0,0,0,0,31,92
Colorado,Prowers,Colorado Prowers,2018,16,0,0,0,0,0,359
Colorado,Pueblo,Colorado Pueblo,2018,23,0,0,0,0,84,39
Colorado,Rio Blanco,Colorado Rio Blanco,2018,45,0,0,329,0,36,0
Colorado,Routt,Colorado Routt,2018,15,0,0,0,0,0,355
Colorado,San Juan,Colorado San Juan,2018,8,0,0,0,0,118,0
Colorado,San Miguel,Colorado San Miguel,2018,46,0,0,181,0,0,57
Colorado,Teller,Colorado Teller,2018,58,0,0,160,0,0,0
Colorado,Weld,Colorado Weld,2018,50,0,0,264,0,100,1
Connecticut,Fairfield,Connecticut Fairfield,2018,41,0,21,196,0,148,0
Connecticut,Hartford,Connecticut Hartford,2018,37,0,24,193,0,145,3
Connecticut,Litchfield,Connecticut Litchfield,2018,36,2,0,327,0,34,0
Connecticut,Middlesex,Connecticut Middlesex,2018,40,0,0,208,0,0,0
Connecticut,New Haven,Connecticut New Haven,2018,40,0,29,205,0,131,0
Connecticut,New London,Connecticut New London,2018,35,0,0,189,0,126,0
Connecticut,Tolland,Connecticut Tolland,2018,38,0,0,213,0,0,0
Connecticut,Windham,Connecticut Windham,2018,34,0,0,358,0,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,Country Of Mexico BAJA CALIFORNIA NORTE,2018,73,0,0,0,0,99,53
Country Of Mexico,SONORA,Country Of Mexico SONORA,2018,38,0,0,362,0,0,0
Delaware,Kent,Delaware Kent,2018,38,0,0,277,0,88,0
Delaware,New Castle,Delaware New Castle,2018,42,0,4,230,1,130,0
Delaware,Sussex,Delaware Sussex,2018,40,0,0,295,0,70,0
District Of Columbia,District of Columbia,District Of Columbia District of Columbia,2018,44,0,16,184,0,165,0
Florida,Alachua,Florida Alachua,2018,33,0,0,293,0,71,0
Florida,Baker,Florida Baker,2018,31,0,0,360,0,0,0
Florida,Bay,Florida Bay,2018,37,0,0,190,0,134,0
Florida,Brevard,Florida Brevard,2018,37,0,0,284,0,81,0
Florida,Broward,Florida Broward,2018,40,0,10,162,0,193,0
Florida,Citrus,Florida Citrus,2018,32,0,0,0,20,339,0
Florida,Collier,Florida Collier,2018,36,0,0,246,0,119,0
Florida,Columbia,Florida Columbia,2018,34,0,0,218,0,141,0
Florida,Duval,Florida Duval,2018,41,0,1,149,0,200,15
Florida,Escambia,Florida Escambia,2018,37,0,0,342,0,23,0
Florida,Flagler,Florida Flagler,2018,32,0,0,345,0,0,0
Florida,Hamilton,Florida Hamilton,2018,31,0,0,0,52,307,0
Florida,Highlands,Florida Highlands,2018,31,0,0,351,0,0,0
Florida,Hillsborough,Florida Hillsborough,2018,42,0,0,166,14,183,2
Florida,Holmes,Florida Holmes,2018,35,0,0,196,0,150,0
Florida,Indian River,Florida Indian River,2018,36,0,0,356,0,0,0
Florida,Lake,Florida Lake,2018,33,0,0,363,0,0,0
Florida,Lee,Florida Lee,2018,35,0,0,294,0,71,0
Florida,Leon,Florida Leon,2018,36,0,0,149,0,206,0
Florida,Liberty,Florida Liberty,2018,31,0,0,284,0,0,0
Florida,Manatee,Florida Manatee,2018,34,0,0,365,0,0,0
Florida,Marion,Florida Marion,2018,35,0,0,229,0,136,0
Florida,Martin,Florida Martin,2018,37,0,0,232,0,133,0
Florida,Miami-Dade,Florida Miami-Dade,2018,41,0,17,139,0,208,1
Florida,Nassau,Florida Nassau,2018,30,0,0,0,95,259,0
Florida,Okaloosa,Florida Okaloosa,2018,33,0,0,345,0,0,8
Florida,Orange,Florida Orange,2018,36,0,0,285,0,80,0
Florida,Osceola,Florida Osceola,2018,33,0,0,365,0,0,0
Florida,Palm Beach,Florida Palm Beach,2018,38,0,0,219,0,132,14
Florida,Pasco,Florida Pasco,2018,35,0,0,365,0,0,0
Florida,Pinellas,Florida Pinellas,2018,38,0,0,220,0,142,3
Florida,Polk,Florida Polk,2018,35,0,0,275,1,89,0
Florida,Putnam,Florida Putnam,2018,14,0,0,0,49,0,296
Florida,Santa Rosa,Florida Santa Rosa,2018,38,0,0,221,0,142,0
Florida,Sarasota,Florida Sarasota,2018,37,0,0,231,0,134,0
Florida,Seminole,Florida Seminole,2018,36,0,0,303,0,62,0
Florida,St. Lucie,Florida St. Lucie,2018,33,0,0,360,0,0,0
Florida,Volusia,Florida Volusia,2018,36,0,0,274,0,91,0
Florida,Wakulla,Florida Wakulla,2018,34,3,0,224,0,126,0
Georgia,Bibb,Georgia Bibb,2018,35,0,0,168,10,187,0
Georgia,Charlton,Georgia Charlton,2018,20,0,0,0,0,114,0
Georgia,Chatham,Georgia Chatham,2018,38,0,0,99,37,229,0
Georgia,Chattooga,Georgia Chattooga,2018,35,0,0,245,0,0,0
Georgia,Clarke,Georgia Clarke,2018,39,0,0,151,0,181,0
Georgia,Clayton,Georgia Clayton,2018,33,0,0,0,0,120,0
Georgia,Cobb,Georgia Cobb,2018,39,0,0,225,0,61,0
Georgia,Coffee,Georgia Coffee,2018,22,0,0,0,0,116,0
Georgia,Columbia,Georgia Columbia,2018,36,0,0,245,0,0,0
Georgia,Dawson,Georgia Dawson,2018,35,0,0,245,0,0,0
Georgia,DeKalb,Georgia DeKalb,2018,40,0,36,147,0,182,0
Georgia,Dougherty,Georgia Dougherty,2018,30,0,0,0,0,356,0
Georgia,Douglas,Georgia Douglas,2018,37,0,0,242,0,0,0
Georgia,Floyd,Georgia Floyd,2018,41,0,0,0,3,362,0
Georgia,Fulton,Georgia Fulton,2018,44,0,18,113,0,234,0
Georgia,Glynn,Georgia Glynn,2018,34,0,0,225,0,47,0
Georgia,Gwinnett,Georgia Gwinnett,2018,43,0,0,122,0,239,0
Georgia,Hall,Georgia Hall,2018,30,0,0,0,0,322,0
Georgia,Henry,Georgia Henry,2018,34,0,0,186,0,168,0
Georgia,Houston,Georgia Houston,2018,34,0,0,0,0,322,0
Georgia,Lowndes,Georgia Lowndes,2018,37,0,0,0,0,315,0
Georgia,Murray,Georgia Murray,2018,37,0,0,222,0,49,0
Georgia,Muscogee,Georgia Muscogee,2018,34,0,0,178,0,186,0
Georgia,Pike,Georgia Pike,2018,33,0,0,288,0,0,0
Georgia,Richmond,Georgia Richmond,2018,40,0,0,107,26,222,9
Georgia,Rockdale,Georgia Rockdale,2018,36,0,0,243,0,0,0
Georgia,Sumter,Georgia Sumter,2018,34,0,0,241,0,0,0
Georgia,Walker,Georgia Walker,2018,35,0,0,0,0,347,0
Georgia,Washington,Georgia Washington,2018,28,0,0,0,0,121,0
Hawaii,Hawaii,Hawaii Hawaii,2018,87,0,0,0,221,144,0
Hawaii,Honolulu,Hawaii Honolulu,2018,30,0,2,240,41,74,8
Hawaii,Kauai,Hawaii Kauai,2018,15,0,166,0,0,189,0
Hawaii,Maui,Hawaii Maui,2018,19,0,0,0,0,361,0
Idaho,Ada,Idaho Ada,2018,40,3,0,267,0,91,4
Idaho,Bannock,Idaho Bannock,2018,30,0,0,0,143,162,60
Idaho,Benewah,Idaho Benewah,2018,42,0,0,0,0,361,0
Idaho,Blaine,Idaho Blaine,2018,13,0,0,0,0,363,0
Idaho,Boise,Idaho Boise,2018,40,0,0,0,0,365,0
Idaho,Bonner,Idaho Bonner,2018,29,0,0,0,0,318,45
Idaho,Bonneville,Idaho Bonneville,2018,27,0,0,0,0,352,0
Idaho,Butte,Idaho Butte,2018,40,0,0,354,0,9,0
Idaho,Canyon,Idaho Canyon,2018,28,0,0,0,0,290,75
Idaho,Caribou,Idaho Caribou,2018,3,0,0,0,363,0,0
Idaho,Custer,Idaho Custer,2018,5,0,0,0,0,90,0
Idaho,Franklin,Idaho Franklin,2018,19,0,0,0,0,319,0
Idaho,Idaho,Idaho Idaho,2018,39,0,0,231,0,134,0
Idaho,Jerome,Idaho Jerome,2018,18,0,0,0,0,320,0
Idaho,Kootenai,Idaho Kootenai,2018,25,0,0,0,0,331,0
Idaho,Latah,Idaho Latah,2018,10,0,0,0,0,365,0
Idaho,Lemhi,Idaho Lemhi,2018,29,0,0,0,0,360,0
Idaho,Nez Perce,Idaho Nez Perce,2018,19,0,0,0,0,365,0
Idaho,Shoshone,Idaho Shoshone,2018,43,0,0,0,0,358,7
Idaho,Twin Falls,Idaho Twin Falls,2018,29,0,0,0,0,355,0
Idaho,Valley,Idaho Valley,2018,22,0,0,0,0,353,0
Illinois,Adams,Illinois Adams,2018,35,0,0,245,0,0,0
Illinois,Champaign,Illinois Champaign,2018,42,0,0,222,0,143,0
Illinois,Clark,Illinois Clark,2018,32,0,0,359,0,0,0
Illinois,Cook,Illinois Cook,2018,54,0,48,120,0,189,8
Illinois,DuPage,Illinois DuPage,2018,45,0,0,135,0,226,0
Illinois,Effingham,Illinois Effingham,2018,39,0,0,245,0,0,0
Illinois,Hamilton,Illinois Hamilton,2018,40,0,0,170,0,192,0
Illinois,Jersey,Illinois Jersey,2018,42,0,0,195,0,161,0
Illinois,Jo Daviess,Illinois Jo Daviess,2018,33,0,0,344,0,0,0
Illinois,Kane,Illinois Kane,2018,38,0,0,310,0,54,0
Illinois,La Salle,Illinois La Salle,2018,1,0,0,0,362,0,0
Illinois,Lake,Illinois Lake,2018,35,0,0,352,0,0,0
Illinois,Macon,Illinois Macon,2018,51,0,0,98,103,164,0
Illinois,Macoupin,Illinois Macoupin,2018,34,0,88,244,32,0,0
Illinois,Madison,Illinois Madison,2018,46,0,0,206,0,152,7
Illinois,McHenry,Illinois McHenry,2018,42,0,0,240,0,122,0
Illinois,McLean,Illinois McLean,2018,44,0,0,167,0,198,0
Illinois,Monroe,Illinois Monroe,2018,3,0,0,0,365,0,0
Illinois,Peoria,Illinois Peoria,2018,43,0,0,192,0,173,0
Illinois,Randolph,Illinois Randolph,2018,41,0,0,185,0,178,0
Illinois,Rock Island,Illinois Rock Island,2018,40,0,0,231,0,134,0
Illinois,Saint Clair,Illinois Saint Clair,2018,44,2,21,146,0,195,0
Illinois,Sangamon,Illinois Sangamon,2018,43,0,0,197,0,166,0
Illinois,Tazewell,Illinois Tazewell,2018,1,0,0,0,137,0,0
Illinois,Wabash,Illinois Wabash,2018,1,0,0,0,363,0,0
Illinois,Will,Illinois Will,2018,43,0,0,216,0,149,0
Illinois,Winnebago,Illinois Winnebago,2018,35,0,0,346,0,16,0
Indiana,Allen,Indiana Allen,2018,43,0,0,216,0,149,0
Indiana,Bartholomew,Indiana Bartholomew,2018,40,0,0,242,0,123,0
Indiana,Boone,Indiana Boone,2018,34,0,0,365,0,0,0
Indiana,Brown,Indiana Brown,2018,33,0,0,363,0,0,0
Indiana,Carroll,Indiana Carroll,2018,32,0,0,359,0,0,0
Indiana,Clark,Indiana Clark,2018,36,0,0,305,0,52,0
Indiana,Daviess,Indiana Daviess,2018,0,0,0,0,325,0,0
Indiana,Delaware,Indiana Delaware,2018,35,0,0,317,0,44,0
Indiana,Dubois,Indiana Dubois,2018,31,0,0,0,0,116,3
Indiana,Elkhart,Indiana Elkhart,2018,38,0,0,194,0,169,0
Indiana,Floyd,Indiana Floyd,2018,34,0,0,323,13,23,0
Indiana,Gibson,Indiana Gibson,2018,1,0,0,0,363,0,0
Indiana,Greene,Indiana Greene,2018,37,0,0,322,0,39,0
Indiana,Hamilton,Indiana Hamilton,2018,40,0,0,227,0,138,0
Indiana,Hendricks,Indiana Hendricks,2018,33,0,0,365,0,0,0
Indiana,Henry,Indiana Henry,2018,31,0,0,0,0,116,0
Indiana,Howard,Indiana Howard,2018,39,0,0,214,0,151,0
Indiana,Huntington,Indiana Huntington,2018,31,0,0,358,0,0,0
Indiana,Jackson,Indiana Jackson,2018,32,0,0,341,0,0,0
Indiana,Knox,Indiana Knox,2018,35,0,0,357,0,0,0
Indiana,LaPorte,Indiana LaPorte,2018,36,0,0,335,0,28,0
Indiana,Lake,Indiana Lake,2018,45,0,15,113,1,227,9
Indiana,Madison,Indiana Madison,2018,41,0,0,211,0,154,0
Indiana,Marion,Indiana Marion,2018,49,0,6,124,0,235,0
Indiana,Monroe,Indiana Monroe,2018,36,0,0,0,0,335,0
Indiana,Morgan,Indiana Morgan,2018,34,0,0,342,23,0,0
Indiana,Perry,Indiana Perry,2018,35,0,0,350,0,0,0
Indiana,Pike,Indiana Pike,2018,1,0,0,0,361,0,0
Indiana,Porter,Indiana Porter,2018,41,0,0,211,9,129,16
Indiana,Posey,Indiana Posey,2018,34,0,0,360,0,0,0
Indiana,Shelby,Indiana Shelby,2018,34,0,0,361,0,0,0
Indiana,Spencer,Indiana Spencer,2018,31,0,0,0,0,121,0
Indiana,St. Joseph,Indiana St. Joseph,2018,42,0,3,183,0,179,0
Indiana,Sullivan,Indiana Sullivan,2018,33,0,0,0,0,181,0
Indiana,Tippecanoe,Indiana Tippecanoe,2018,34,0,0,0,0,345,0
Indiana,Vanderburgh,Indiana Vanderburgh,2018,41,0,0,199,0,166,0
Indiana,Vigo,Indiana Vigo,2018,42,0,0,202,0,163,0
Indiana,Wabash,Indiana Wabash,2018,35,0,0,362,0,0,0
Indiana,Warrick,Indiana Warrick,2018,35,0,0,365,0,0,0
Indiana,Whitley,Indiana Whitley,2018,31,0,0,0,0,348,0
Iowa,Black Hawk,Iowa Black Hawk,2018,42,0,0,0,0,365,0
Iowa,Bremer,Iowa Bremer,2018,37,0,0,245,0,0,0
Iowa,Cerro Gordo,Iowa Cerro Gordo,2018,16,0,0,0,0,0,115
Iowa,Clinton,Iowa Clinton,2018,43,0,0,145,2,218,0
Iowa,Harrison,Iowa Harrison,2018,39,0,0,245,0,0,0
Iowa,Johnson,Iowa Johnson,2018,38,0,0,0,0,362,0
Iowa,Lee,Iowa Lee,2018,34,0,0,0,0,121,0
Iowa,Linn,Iowa Linn,2018,44,0,0,150,3,211,1
Iowa,Montgomery,Iowa Montgomery,2018,39,0,0,149,0,216,0
Iowa,Muscatine,Iowa Muscatine,2018,41,0,0,0,3,361,1
Iowa,Palo Alto,Iowa Palo Alto,2018,42,0,0,160,0,205,0
Iowa,Polk,Iowa Polk,2018,40,0,5,225,0,135,0
Iowa,Pottawattamie,Iowa Pottawattamie,2018,33,0,0,0,0,114,10
Iowa,Scott,Iowa Scott,2018,52,0,1,66,0,204,94
Iowa,Van Buren,Iowa Van Buren,2018,38,0,0,178,0,180,1
Iowa,Woodbury,Iowa Woodbury,2018,33,0,0,0,0,122,0
Kansas,Chase,Kansas Chase,2018,23,0,0,0,0,116,0
Kansas,Ford,Kansas Ford,2018,17,0,0,0,0,0,354
Kansas,Johnson,Kansas Johnson,2018,36,0,0,274,0,89,0
Kansas,Leavenworth,Kansas Leavenworth,2018,33,0,0,362,0,0,0
Kansas,Neosho,Kansas Neosho,2018,37,0,0,303,0,50,6
Kansas,Sedgwick,Kansas Sedgwick,2018,41,0,18,231,0,55,61
Kansas,Shawnee,Kansas Shawnee,2018,42,0,0,181,0,184,0
Kansas,Sherman,Kansas Sherman,2018,14,0,0,0,0,0,350
Kansas,Sumner,Kansas Sumner,2018,36,0,1,312,0,36,16
Kansas,Trego,Kansas Trego,2018,38,0,1,324,1,38,1
Kansas,Wyandotte,Kansas Wyandotte,2018,42,0,19,180,0,165,1
Kentucky,Bell,Kentucky Bell,2018,39,0,0,226,0,30,0
Kentucky,Boone,Kentucky Boone,2018,38,0,0,243,0,0,0
Kentucky,Boyd,Kentucky Boyd,2018,38,0,14,159,2,190,0
Kentucky,Bullitt,Kentucky Bullitt,2018,38,0,0,233,0,0,0
Kentucky,Campbell,Kentucky Campbell,2018,39,0,11,160,3,178,0
Kentucky,Carter,Kentucky Carter,2018,33,0,0,217,0,64,0
Kentucky,Christian,Kentucky Christian,2018,39,0,0,213,0,67,0
Kentucky,Daviess,Kentucky Daviess,2018,40,0,17,144,4,192,0
Kentucky,Edmonson,Kentucky Edmonson,2018,38,1,0,195,1,168,0
Kentucky,Fayette,Kentucky Fayette,2018,40,0,13,111,1,239,1
Kentucky,Greenup,Kentucky Greenup,2018,30,0,0,238,122,0,0
Kentucky,Hancock,Kentucky Hancock,2018,38,0,0,125,0,0,0
Kentucky,Hardin,Kentucky Hardin,2018,40,0,0,121,0,240,0
Kentucky,Henderson,Kentucky Henderson,2018,43,0,0,122,51,192,0
Kentucky,Jefferson,Kentucky Jefferson,2018,47,0,18,144,0,203,0
Kentucky,Jessamine,Kentucky Jessamine,2018,32,0,0,237,119,0,0
Kentucky,Livingston,Kentucky Livingston,2018,39,0,0,240,0,0,17
Kentucky,McCracken,Kentucky McCracken,2018,42,0,1,133,0,230,0
Kentucky,Morgan,Kentucky Morgan,2018,34,0,0,364,0,0,0
Kentucky,Oldham,Kentucky Oldham,2018,38,0,0,243,0,0,0
Kentucky,Perry,Kentucky Perry,2018,38,0,0,122,0,242,0
Kentucky,Pike,Kentucky Pike,2018,35,0,0,146,0,213,0
Kentucky,Pulaski,Kentucky Pulaski,2018,38,0,0,218,0,64,0
Kentucky,Simpson,Kentucky Simpson,2018,38,0,0,243,0,0,0
Kentucky,Trigg,Kentucky Trigg,2018,35,0,0,348,0,0,0
Kentucky,Warren,Kentucky Warren,2018,39,0,0,103,0,249,0
Kentucky,Washington,Kentucky Washington,2018,35,0,0,359,0,0,0
Louisiana,Ascension,Louisiana Ascension,2018,31,0,7,357,0,0,0
Louisiana,Bossier,Louisiana Bossier,2018,35,0,0,288,0,73,4
Louisiana,Caddo,Louisiana Caddo,2018,37,0,0,291,0,70,0
Louisiana,Calcasieu,Louisiana Calcasieu,2018,44,0,4,111,7,243,0
Louisiana,East Baton Rouge,Louisiana East Baton Rouge,2018,42,0,6,159,5,194,1
Louisiana,Iberville,Louisiana Iberville,2018,36,0,1,324,0,40,0
Louisiana,Jefferson,Louisiana Jefferson,2018,40,0,5,168,0,192,0
Louisiana,Lafayette,Louisiana Lafayette,2018,40,0,0,197,0,168,0
Louisiana,Lafourche,Louisiana Lafourche,2018,36,0,0,259,0,103,0
Louisiana,Livingston,Louisiana Livingston,2018,39,0,0,195,0,170,0
Louisiana,Orleans,Louisiana Orleans,2018,35,0,44,0,0,315,6
Louisiana,Ouachita,Louisiana Ouachita,2018,32,0,0,313,0,50,0
Louisiana,Pointe Coupee,Louisiana Pointe Coupee,2018,31,0,0,356,0,0,0
Louisiana,Rapides,Louisiana Rapides,2018,31,0,0,0,0,119,0
Louisiana,St. Bernard,Louisiana St. Bernard,2018,42,0,0,182,8,174,1
Louisiana,St. Charles,Louisiana St. Charles,2018,4,0,0,0,365,0,0
Louisiana,St. James,Louisiana St. James,2018,27,0,0,364,1,0,0
Louisiana,St. John the Baptist,Louisiana St. John the Baptist,2018,31,0,0,359,0,0,0
Louisiana,St. Martin,Louisiana St. Martin,2018,33,0,0,352,0,0,0
Louisiana,St. Tammany,Louisiana St. Tammany,2018,35,0,0,268,0,97,0
Louisiana,Tangipahoa,Louisiana Tangipahoa,2018,28,0,0,0,0,125,0
Louisiana,Terrebonne,Louisiana Terrebonne,2018,27,0,0,0,0,119,0
