State,County,State_County,Year,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Arizona,Pinal,Arizona Pinal,2019,60,0,0,166,0,18,89
Arizona,Santa Cruz,Arizona Santa Cruz,2019,29,0,0,0,0,183,86
Arizona,Yavapai,Arizona Yavapai,2019,44,0,0,266,0,0,0
Arizona,Yuma,Arizona Yuma,2019,46,0,0,219,0,26,28
Arkansas,Arkansas,Arkansas Arkansas,2019,32,0,0,0,0,89,0
Arkansas,Ashley,Arkansas Ashley,2019,34,0,0,0,0,90,0
Arkansas,Benton,Arkansas Benton,2019,35,0,0,0,0,146,0
Arkansas,Clark,Arkansas Clark,2019,33,0,0,205,0,0,0
Arkansas,Craighead,Arkansas Craighead,2019,30,0,0,0,0,49,0
Arkansas,Crittenden,Arkansas Crittenden,2019,43,0,2,168,0,103,0
Arkansas,Garland,Arkansas Garland,2019,37,0,0,0,0,91,0
Arkansas,Jackson,Arkansas Jackson,2019,35,0,0,0,0,87,0
Arkansas,Newton,Arkansas Newton,2019,37,0,0,273,0,0,0
Arkansas,Polk,Arkansas Polk,2019,40,0,0,234,0,35,0
Arkansas,Pulaski,Arkansas Pulaski,2019,45,1,0,121,0,152,0
Arkansas,Union,Arkansas Union,2019,35,0,0,0,0,211,0
Arkansas,Washington,Arkansas Washington,2019,44,0,0,150,0,123,0
California,Alameda,California Alameda,2019,40,1,19,123,0,101,0
California,Amador,California Amador,2019,36,0,0,148,0,0,0
California,Butte,California Butte,2019,40,0,0,95,0,87,0
California,Calaveras,California Calaveras,2019,37,0,0,135,0,15,0
California,Colusa,California Colusa,2019,34,0,0,115,0,143,8
California,Contra Costa,California Contra Costa,2019,41,1,5,176,2,60,0
California,Del Norte,California Del Norte,2019,29,0,0,0,0,12,0
California,El Dorado,California El Dorado,2019,38,0,0,142,0,0,9
California,Fresno,California Fresno,2019,51,0,2,190,0,43,8
California,Glenn,California Glenn,2019,40,0,0,131,0,14,6
California,Humboldt,California Humboldt,2019,30,1,0,141,0,18,22
California,Imperial,California Imperial,2019,48,0,0,94,0,110,29
California,Inyo,California Inyo,2019,48,0,0,209,0,6,58
California,Kern,California Kern,2019,44,0,1,80,0,153,39
California,Kings,California Kings,2019,49,0,0,184,0,47,42
California,Lake,California Lake,2019,8,0,0,0,0,21,12
California,Los Angeles,California Los Angeles,2019,58,1,19,97,0,63,2
California,Madera,California Madera,2019,29,0,5,51,0,16,0
California,Marin,California Marin,2019,34,1,5,157,0,80,0
California,Mariposa,California Mariposa,2019,46,0,0,221,0,22,0
California,Mendocino,California Mendocino,2019,35,0,0,128,0,45,8
California,Merced,California Merced,2019,30,0,0,0,0,74,8
California,Mono,California Mono,2019,28,0,0,0,0,140,41
California,Monterey,California Monterey,2019,36,1,0,225,0,47,1
California,Napa,California Napa,2019,35,1,0,179,0,64,0
California,Nevada,California Nevada,2019,45,0,0,252,0,19,0
California,Orange,California Orange,2019,44,1,8,150,0,22,1
California,Placer,California Placer,2019,47,0,0,193,0,25,0
California,Plumas,California Plumas,2019,22,0,0,0,0,226,0
California,Riverside,California Riverside,2019,73,0,0,204,0,38,62
California,Sacramento,California Sacramento,2019,40,0,1,125,0,117,0
California,San Benito,California San Benito,2019,38,0,0,265,0,8,0
California,San Bernardino,California San Bernardino,2019,70,0,9,189,0,44,1
California,San Diego,California San Diego,2019,52,0,0,64,0,117,0
California,San Francisco,California San Francisco,2019,36,1,11,132,0,100,0
California,San Joaquin,California San Joaquin,2019,36,1,4,92,0,55,17
California,San Luis Obispo,California San Luis Obispo,2019,44,0,0,147,0,15,19
California,San Mateo,California San Mateo,2019,36,1,5,155,0,83,0
California,Santa Barbara,California Santa Barbara,2019,42,1,0,183,0,27,2
California,Santa Clara,California Santa Clara,2019,41,1,2,158,0,83,0
California,Santa Cruz,California Santa Cruz,2019,35,0,0,211,0,62,0
California,Shasta,California Shasta,2019,43,0,0,236,0,5,1
California,Siskiyou,California Siskiyou,2019,38,0,0,143,0,38,0
California,Solano,California Solano,2019,39,0,1,199,0,73,0
California,Sonoma,California Sonoma,2019,35,1,1,175,0,67,0
California,Stanislaus,California Stanislaus,2019,38,1,0,88,0,63,16
California,Sutter,California Sutter,2019,37,0,0,92,0,144,0
California,Tehama,California Tehama,2019,37,0,0,180,0,0,12
California,Trinity,California Trinity,2019,15,0,0,0,0,53,0
California,Tulare,California Tulare,2019,56,0,1,186,0,54,1
California,Tuolumne,California Tuolumne,2019,39,0,0,150,0,0,0
California,Ventura,California Ventura,2019,45,0,0,199,0,43,1
California,Yolo,California Yolo,2019,40,0,0,245,0,27,0
Colorado,Adams,Colorado Adams,2019,47,2,32,137,0,51,22
Colorado,Arapahoe,Colorado Arapahoe,2019,50,0,0,235,0,8,0
Colorado,Archuleta,Colorado Archuleta,2019,23,0,2,61,2,0,115
Colorado,Boulder,Colorado Boulder,2019,49,0,0,195,0,47,1
Colorado,Clear Creek,Colorado Clear Creek,2019,48,0,0,191,0,0,0
Colorado,Delta,Colorado Delta,2019,39,0,0,83,0,7,0
Colorado,Denver,Colorado Denver,2019,51,1,55,129,1,58,0
Colorado,Douglas,Colorado Douglas,2019,49,0,0,202,0,39,0
Colorado,El Paso,Colorado El Paso,2019,48,1,0,229,0,12,2
Colorado,Fremont,Colorado Fremont,2019,11,0,0,0,0,0,18
Colorado,Garfield,Colorado Garfield,2019,43,0,0,262,0,1,0
Colorado,Gilpin,Colorado Gilpin,2019,50,0,0,23,0,0,0
Colorado,Gunnison,Colorado Gunnison,2019,48,0,0,208,0,0,0
Colorado,Jefferson,Colorado Jefferson,2019,49,0,0,243,0,0,0
Colorado,La Plata,Colorado La Plata,2019,46,0,9,174,0,29,0
Colorado,Larimer,Colorado Larimer,2019,51,1,0,218,0,25,0
Colorado,Mesa,Colorado Mesa,2019,46,2,0,242,0,26,1
Colorado,Montezuma,Colorado Montezuma,2019,47,0,0,273,0,0,0
Colorado,Pitkin,Colorado Pitkin,2019,8,0,0,0,0,0,55
Colorado,Prowers,Colorado Prowers,2019,12,0,0,0,0,0,169
Colorado,Pueblo,Colorado Pueblo,2019,19,0,0,0,0,50,26
Colorado,Rio Blanco,Colorado Rio Blanco,2019,46,0,0,228,0,15,0
Colorado,Routt,Colorado Routt,2019,12,0,0,0,0,0,173
Colorado,San Miguel,Colorado San Miguel,2019,9,0,0,0,0,0,55
Colorado,Weld,Colorado Weld,2019,45,1,0,180,0,63,0
Connecticut,Fairfield,Connecticut Fairfield,2019,43,1,6,101,0,74,0
Connecticut,Hartford,Connecticut Hartford,2019,41,1,10,125,0,45,1
Connecticut,Litchfield,Connecticut Litchfield,2019,40,1,0,178,0,3,0
Connecticut,Middlesex,Connecticut Middlesex,2019,41,0,0,114,0,0,0
Connecticut,New Haven,Connecticut New Haven,2019,41,1,5,125,0,49,2
Connecticut,New London,Connecticut New London,2019,39,0,0,115,0,66,0
Connecticut,Tolland,Connecticut Tolland,2019,44,0,0,121,0,0,0
Connecticut,Windham,Connecticut Windham,2019,39,0,0,209,0,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,Country Of Mexico BAJA CALIFORNIA NORTE,2019,68,0,0,0,0,0,22
Country Of Mexico,SONORA,Country Of Mexico SONORA,2019,44,0,0,266,0,0,0
Delaware,Kent,Delaware Kent,2019,43,0,0,227,0,46,0
Delaware,New Castle,Delaware New Castle,2019,44,1,4,215,0,54,0
Delaware,Sussex,Delaware Sussex,2019,43,0,0,228,0,45,0
District Of Columbia,District of Columbia,District Of Columbia District of Columbia,2019,47,1,21,182,0,70,0
Florida,Alachua,Florida Alachua,2019,38,0,0,144,0,37,0
Florida,Baker,Florida Baker,2019,37,0,0,180,0,0,0
Florida,Bay,Florida Bay,2019,40,0,0,129,0,51,0
Florida,Brevard,Florida Brevard,2019,38,0,0,175,0,4,0
Florida,Broward,Florida Broward,2019,42,1,4,94,0,83,0
Florida,Citrus,Florida Citrus,2019,33,0,0,0,0,181,0
Florida,Collier,Florida Collier,2019,39,0,0,115,0,64,0
Florida,Columbia,Florida Columbia,2019,42,0,0,124,0,56,0
Florida,Duval,Florida Duval,2019,45,1,0,100,0,81,0
Florida,Escambia,Florida Escambia,2019,39,0,0,169,0,12,0
Florida,Flagler,Florida Flagler,2019,35,0,0,173,0,0,0
Florida,Hamilton,Florida Hamilton,2019,33,0,0,0,20,159,0
Florida,Highlands,Florida Highlands,2019,38,0,0,147,0,0,0
Florida,Hillsborough,Florida Hillsborough,2019,44,1,0,100,1,80,0
Florida,Holmes,Florida Holmes,2019,42,0,0,114,0,64,0
Florida,Indian River,Florida Indian River,2019,37,0,0,203,0,0,0
Florida,Lake,Florida Lake,2019,40,0,0,155,0,0,0
Florida,Lee,Florida Lee,2019,39,0,0,152,0,27,2
Florida,Leon,Florida Leon,2019,43,0,0,91,0,88,0
Florida,Liberty,Florida Liberty,2019,35,0,0,200,0,0,0
Florida,Manatee,Florida Manatee,2019,39,0,0,181,0,0,0
Florida,Marion,Florida Marion,2019,42,0,0,119,0,62,0
Florida,Martin,Florida Martin,2019,40,0,0,135,0,45,0
Florida,Miami-Dade,Florida Miami-Dade,2019,40,1,15,84,0,82,0
Florida,Nassau,Florida Nassau,2019,30,0,0,0,46,134,0
Florida,Okaloosa,Florida Okaloosa,2019,37,0,0,165,0,0,14
Florida,Orange,Florida Orange,2019,39,1,0,158,0,23,0
Florida,Osceola,Florida Osceola,2019,37,0,0,181,0,0,0
Florida,Palm Beach,Florida Palm Beach,2019,38,0,0,122,0,59,0
Florida,Pasco,Florida Pasco,2019,40,0,0,181,0,0,0
Florida,Pinellas,Florida Pinellas,2019,43,1,0,111,0,68,2
Florida,Polk,Florida Polk,2019,40,0,0,128,0,53,0
Florida,Putnam,Florida Putnam,2019,16,0,0,0,2,0,179
Florida,Santa Rosa,Florida Santa Rosa,2019,40,0,0,126,0,54,0
Florida,Sarasota,Florida Sarasota,2019,41,0,0,128,0,53,0
Florida,Seminole,Florida Seminole,2019,40,0,0,157,0,23,1
Florida,St. Lucie,Florida St. Lucie,2019,36,0,0,181,0,0,0
Florida,Volusia,Florida Volusia,2019,39,0,0,133,0,45,0
Florida,Wakulla,Florida Wakulla,2019,39,1,0,128,1,49,0
Georgia,Bibb,Georgia Bibb,2019,40,0,0,156,0,117,0
Georgia,Chatham,Georgia Chatham,2019,40,0,0,143,24,106,0
Georgia,Chattooga,Georgia Chattooga,2019,40,0,0,214,0,0,0
Georgia,Clarke,Georgia Clarke,2019,44,0,0,150,0,123,0
Georgia,Clayton,Georgia Clayton,2019,34,0,0,0,0,70,0
Georgia,Cobb,Georgia Cobb,2019,43,0,0,195,0,38,0
Georgia,Coffee,Georgia Coffee,2019,26,0,0,0,0,70,0
Georgia,Columbia,Georgia Columbia,2019,40,0,0,214,0,0,0
Georgia,Dawson,Georgia Dawson,2019,38,0,0,213,0,0,0
Georgia,DeKalb,Georgia DeKalb,2019,45,1,15,140,0,118,0
Georgia,Dougherty,Georgia Dougherty,2019,44,0,0,0,0,203,0
Georgia,Douglas,Georgia Douglas,2019,41,0,0,214,0,0,0
Georgia,Floyd,Georgia Floyd,2019,46,0,0,0,4,269,0
Georgia,Fulton,Georgia Fulton,2019,51,1,13,116,0,144,0
Georgia,Glynn,Georgia Glynn,2019,36,0,0,203,0,28,0
Georgia,Gwinnett,Georgia Gwinnett,2019,47,0,0,130,0,142,0
Georgia,Hall,Georgia Hall,2019,38,0,0,0,0,248,0
Georgia,Henry,Georgia Henry,2019,40,0,0,143,0,130,0
Georgia,Houston,Georgia Houston,2019,43,0,0,0,0,256,0
Georgia,Lowndes,Georgia Lowndes,2019,37,0,0,0,0,234,0
Georgia,Murray,Georgia Murray,2019,44,0,0,212,0,0,0
Georgia,Muscogee,Georgia Muscogee,2019,41,0,0,132,0,141,0
Georgia,Pike,Georgia Pike,2019,37,0,0,201,0,0,0
Georgia,Richmond,Georgia Richmond,2019,47,0,0,109,14,148,1
Georgia,Rockdale,Georgia Rockdale,2019,44,0,0,210,0,0,0
Georgia,Sumter,Georgia Sumter,2019,40,0,0,207,0,0,0
Georgia,Walker,Georgia Walker,2019,36,0,0,0,0,236,0
Georgia,Washington,Georgia Washington,2019,30,0,0,0,0,70,0
Hawaii,Hawaii,Hawaii Hawaii,2019,18,0,0,0,66,162,0
Hawaii,Honolulu,Hawaii Honolulu,2019,34,1,1,150,23,6,1
Hawaii,Kauai,Hawaii Kauai,2019,14,0,76,0,1,104,0
Hawaii,Maui,Hawaii Maui,2019,14,0,0,0,0,178,0
Idaho,Ada,Idaho Ada,2019,37,1,2,149,0,30,0
Idaho,Bannock,Idaho Bannock,2019,24,0,0,0,89,106,78
Idaho,Benewah,Idaho Benewah,2019,38,0,0,0,0,181,0
Idaho,Blaine,Idaho Blaine,2019,14,0,0,0,0,163,0
Idaho,Boise,Idaho Boise,2019,30,0,0,0,0,181,0
Idaho,Bonner,Idaho Bonner,2019,14,0,0,0,0,105,76
Idaho,Bonneville,Idaho Bonneville,2019,30,0,0,0,0,181,0
Idaho,Butte,Idaho Butte,2019,43,0,0,242,0,0,0
Idaho,Canyon,Idaho Canyon,2019,20,0,0,0,0,142,39
Idaho,Caribou,Idaho Caribou,2019,4,0,0,0,179,0,0
Idaho,Franklin,Idaho Franklin,2019,14,0,0,0,0,180,0
Idaho,Idaho,Idaho Idaho,2019,38,0,0,151,0,122,0
Idaho,Jerome,Idaho Jerome,2019,15,0,0,0,0,242,0
Idaho,Kootenai,Idaho Kootenai,2019,21,0,0,0,0,180,0
Idaho,Latah,Idaho Latah,2019,8,0,0,0,0,173,0
Idaho,Lemhi,Idaho Lemhi,2019,18,0,0,0,0,181,0
Idaho,Nez Perce,Idaho Nez Perce,2019,18,0,0,0,0,253,0
Idaho,Shoshone,Idaho Shoshone,2019,27,0,0,0,0,175,6
Idaho,Twin Falls,Idaho Twin Falls,2019,17,0,0,0,0,181,0
Idaho,Valley,Idaho Valley,2019,15,0,0,0,0,174,0
Illinois,Adams,Illinois Adams,2019,44,0,0,180,0,0,0
Illinois,Champaign,Illinois Champaign,2019,44,0,0,173,0,70,0
Illinois,Clark,Illinois Clark,2019,37,0,0,235,0,0,0
Illinois,Cook,Illinois Cook,2019,54,1,15,80,0,143,5
Illinois,DuPage,Illinois DuPage,2019,44,0,0,145,0,86,0
Illinois,Effingham,Illinois Effingham,2019,42,0,0,184,0,0,0
Illinois,Hamilton,Illinois Hamilton,2019,44,0,0,155,0,68,0
Illinois,Jersey,Illinois Jersey,2019,44,0,0,153,0,88,0
Illinois,Jo Daviess,Illinois Jo Daviess,2019,39,0,0,211,0,0,0
Illinois,Kane,Illinois Kane,2019,42,0,0,174,0,29,0
Illinois,La Salle,Illinois La Salle,2019,0,0,0,0,213,0,0
Illinois,Lake,Illinois Lake,2019,41,0,0,184,0,0,0
Illinois,Macon,Illinois Macon,2019,44,0,0,125,11,107,0
Illinois,Macoupin,Illinois Macoupin,2019,38,0,51,184,8,0,0
Illinois,Madison,Illinois Madison,2019,49,0,0,148,0,93,2
Illinois,McHenry,Illinois McHenry,2019,44,0,0,125,0,101,0
Illinois,McLean,Illinois McLean,2019,45,0,0,138,0,105,0
Illinois,Monroe,Illinois Monroe,2019,1,0,0,0,122,0,0
Illinois,Peoria,Illinois Peoria,2019,43,0,0,157,0,86,0
Illinois,Randolph,Illinois Randolph,2019,42,0,0,148,0,85,0
Illinois,Rock Island,Illinois Rock Island,2019,44,0,0,148,0,92,0
Illinois,Saint Clair,Illinois Saint Clair,2019,45,2,9,131,0,102,0
Illinois,Sangamon,Illinois Sangamon,2019,42,0,0,147,0,92,0
Illinois,Tazewell,Illinois Tazewell,2019,3,0,0,0,230,0,0
Illinois,Wabash,Illinois Wabash,2019,1,0,0,0,180,0,0
Illinois,Will,Illinois Will,2019,44,0,0,119,0,124,0
Illinois,Winnebago,Illinois Winnebago,2019,43,0,0,110,0,126,0
Indiana,Allen,Indiana Allen,2019,45,0,0,156,0,87,0
Indiana,Bartholomew,Indiana Bartholomew,2019,43,0,0,189,0,53,0
Indiana,Boone,Indiana Boone,2019,39,0,0,259,0,0,0
Indiana,Brown,Indiana Brown,2019,38,0,0,243,0,0,0
Indiana,Carroll,Indiana Carroll,2019,39,0,0,272,0,0,0
Indiana,Clark,Indiana Clark,2019,41,0,0,199,0,54,0
Indiana,Daviess,Indiana Daviess,2019,1,0,0,0,176,0,0
Indiana,Delaware,Indiana Delaware,2019,37,0,0,231,0,33,0
Indiana,Dubois,Indiana Dubois,2019,33,0,0,0,0,90,1
Indiana,Elkhart,Indiana Elkhart,2019,38,0,0,191,0,49,0
Indiana,Floyd,Indiana Floyd,2019,37,0,0,240,1,0,0
Indiana,Gibson,Indiana Gibson,2019,3,0,0,0,179,0,0
Indiana,Greene,Indiana Greene,2019,41,0,0,218,0,28,0
Indiana,Hamilton,Indiana Hamilton,2019,43,0,0,162,0,89,0
Indiana,Hendricks,Indiana Hendricks,2019,37,0,0,269,0,0,0
Indiana,Henry,Indiana Henry,2019,29,0,0,0,0,91,0
Indiana,Howard,Indiana Howard,2019,42,0,0,186,0,54,0
Indiana,Huntington,Indiana Huntington,2019,35,0,0,234,0,0,0
Indiana,Jackson,Indiana Jackson,2019,37,0,0,238,0,0,0
Indiana,Knox,Indiana Knox,2019,39,0,0,209,0,0,0
Indiana,LaPorte,Indiana LaPorte,2019,40,0,0,225,0,27,0
Indiana,Lake,Indiana Lake,2019,44,21,3,122,2,122,4
Indiana,Madison,Indiana Madison,2019,43,0,0,204,0,68,0
Indiana,Marion,Indiana Marion,2019,51,1,0,123,0,150,0
Indiana,Monroe,Indiana Monroe,2019,27,0,0,0,0,223,0
Indiana,Morgan,Indiana Morgan,2019,39,0,0,236,6,0,0
Indiana,Perry,Indiana Perry,2019,40,0,0,236,0,0,0
Indiana,Pike,Indiana Pike,2019,1,0,0,0,175,0,0
Indiana,Porter,Indiana Porter,2019,43,0,0,171,11,50,11
Indiana,Posey,Indiana Posey,2019,38,0,0,243,0,0,0
Indiana,Shelby,Indiana Shelby,2019,40,0,0,273,0,0,0
Indiana,Spencer,Indiana Spencer,2019,32,0,0,0,0,87,0
Indiana,St. Joseph,Indiana St. Joseph,2019,44,0,1,159,0,91,0
Indiana,Sullivan,Indiana Sullivan,2019,33,0,0,0,0,87,0
Indiana,Tippecanoe,Indiana Tippecanoe,2019,33,0,0,0,0,202,0
Indiana,Vanderburgh,Indiana Vanderburgh,2019,41,21,1,168,0,84,0
Indiana,Vigo,Indiana Vigo,2019,44,0,0,183,0,90,0
Indiana,Wabash,Indiana Wabash,2019,40,0,0,200,0,0,0
Indiana,Warrick,Indiana Warrick,2019,39,0,0,243,0,0,0
Indiana,Whitley,Indiana Whitley,2019,28,0,0,0,0,225,0
Iowa,Black Hawk,Iowa Black Hawk,2019,30,0,0,0,0,271,0
Iowa,Bremer,Iowa Bremer,2019,39,0,0,212,0,0,0
Iowa,Cerro Gordo,Iowa Cerro Gordo,2019,15,0,0,0,0,0,89
Iowa,Clinton,Iowa Clinton,2019,43,0,0,140,0,132,0
Iowa,Harrison,Iowa Harrison,2019,40,0,0,210,0,0,0
Iowa,Johnson,Iowa Johnson,2019,34,0,0,0,0,272,0
Iowa,Lee,Iowa Lee,2019,29,0,0,0,0,90,0
Iowa,Linn,Iowa Linn,2019,39,0,0,175,3,126,0
Iowa,Montgomery,Iowa Montgomery,2019,39,0,0,174,0,99,0
Iowa,Muscatine,Iowa Muscatine,2019,32,0,0,0,8,264,1
Iowa,Palo Alto,Iowa Palo Alto,2019,41,0,0,165,0,107,0
Iowa,Polk,Iowa Polk,2019,40,1,33,200,0,71,0
Iowa,Pottawattamie,Iowa Pottawattamie,2019,31,0,0,0,0,85,11
Iowa,Scott,Iowa Scott,2019,44,1,0,113,0,106,54
Iowa,Van Buren,Iowa Van Buren,2019,39,0,1,170,0,99,1
Iowa,Woodbury,Iowa Woodbury,2019,30,0,0,0,0,88,0
Kansas,Ford,Kansas Ford,2019,12,0,0,0,0,0,121
Kansas,Johnson,Kansas Johnson,2019,40,0,0,133,0,45,0
Kansas,Leavenworth,Kansas Leavenworth,2019,37,0,0,179,0,0,0
Kansas,Neosho,Kansas Neosho,2019,43,0,0,98,0,82,1
Kansas,Sedgwick,Kansas Sedgwick,2019,40,0,4,143,0,31,3
Kansas,Shawnee,Kansas Shawnee,2019,43,0,0,101,0,80,0
Kansas,Sherman,Kansas Sherman,2019,9,0,0,0,0,0,174
Kansas,Sumner,Kansas Sumner,2019,40,0,3,157,0,18,3
Kansas,Trego,Kansas Trego,2019,36,0,0,128,0,52,0
Kansas,Wyandotte,Kansas Wyandotte,2019,41,0,6,115,0,60,0
Kentucky,Bell,Kentucky Bell,2019,40,0,0,31,0,25,0
Kentucky,Boone,Kentucky Boone,2019,38,0,0,31,0,0,0
Kentucky,Boyd,Kentucky Boyd,2019,34,0,8,25,0,84,4
Kentucky,Bullitt,Kentucky Bullitt,2019,39,0,0,30,0,0,0
Kentucky,Campbell,Kentucky Campbell,2019,36,0,21,17,0,79,0
Kentucky,Carter,Kentucky Carter,2019,32,0,0,29,0,51,0
Kentucky,Christian,Kentucky Christian,2019,38,0,0,29,0,47,0
Kentucky,Daviess,Kentucky Daviess,2019,38,0,0,20,2,97,0
Kentucky,Edmonson,Kentucky Edmonson,2019,41,2,0,217,0,25,0
Kentucky,Fayette,Kentucky Fayette,2019,40,0,5,20,0,95,0
Kentucky,Greenup,Kentucky Greenup,2019,1,0,0,31,56,0,0
Kentucky,Hancock,Kentucky Hancock,2019,40,0,0,31,0,0,0
Kentucky,Hardin,Kentucky Hardin,2019,33,0,0,16,0,102,0
Kentucky,Henderson,Kentucky Henderson,2019,33,0,0,0,44,46,0
Kentucky,Jefferson,Kentucky Jefferson,2019,49,1,5,75,0,101,0
Kentucky,Jessamine,Kentucky Jessamine,2019,0,0,0,31,58,0,0
Kentucky,Livingston,Kentucky Livingston,2019,33,0,0,31,0,0,25
Kentucky,McCracken,Kentucky McCracken,2019,39,0,2,19,0,96,2
Kentucky,Morgan,Kentucky Morgan,2019,38,0,0,208,0,0,0
Kentucky,Oldham,Kentucky Oldham,2019,39,0,0,31,0,0,0
Kentucky,Perry,Kentucky Perry,2019,37,0,0,25,0,68,0
Kentucky,Pike,Kentucky Pike,2019,32,0,0,24,0,96,0
Kentucky,Pulaski,Kentucky Pulaski,2019,37,0,0,29,0,51,0
Kentucky,Simpson,Kentucky Simpson,2019,40,0,0,31,0,0,0
Kentucky,Trigg,Kentucky Trigg,2019,39,0,0,202,0,0,0
Kentucky,Warren,Kentucky Warren,2019,35,0,0,17,0,97,0
Kentucky,Washington,Kentucky Washington,2019,40,0,0,211,0,0,0
Louisiana,Ascension,Louisiana Ascension,2019,34,0,6,265,0,0,0
Louisiana,Bossier,Louisiana Bossier,2019,35,0,0,187,0,77,4
Louisiana,Caddo,Louisiana Caddo,2019,37,0,0,230,0,35,0
Louisiana,Calcasieu,Louisiana Calcasieu,2019,46,0,1,103,1,168,0
Louisiana,East Baton Rouge,Louisiana East Baton Rouge,2019,42,1,7,154,1,111,0
Louisiana,Iberville,Louisiana Iberville,2019,37,0,0,255,0,18,0
Louisiana,Jefferson,Louisiana Jefferson,2019,39,0,4,216,0,53,0
Louisiana,Lafayette,Louisiana Lafayette,2019,42,0,0,154,0,119,0
Louisiana,Lafourche,Louisiana Lafourche,2019,43,0,0,119,0,150,0
Louisiana,Livingston,Louisiana Livingston,2019,42,0,0,139,0,134,0
Louisiana,Orleans,Louisiana Orleans,2019,30,1,75,0,0,192,6
Louisiana,Ouachita,Louisiana Ouachita,2019,36,0,0,256,0,15,0
Louisiana,Pointe Coupee,Louisiana Pointe Coupee,2019,34,0,0,259,0,0,0
Louisiana,Rapides,Louisiana Rapides,2019,29,0,0,0,0,58,0
Louisiana,St. Bernard,Louisiana St. Bernard,2019,44,0,0,114,9,149,1
Louisiana,St. Charles,Louisiana St. Charles,2019,3,0,0,0,273,0,0
Louisiana,St. James,Louisiana St. James,2019,30,0,0,267,6,0,0
Louisiana,St. John the Baptist,Louisiana St. John the Baptist,2019,34,0,0,273,0,0,0
Louisiana,St. Martin,Louisiana St. Martin,2019,34,0,0,264,0,0,0
Louisiana,St. Tammany,Louisiana St. Tammany,2019,38,0,0,177,0,96,0
Louisiana,Tangipahoa,Louisiana Tangipahoa,2019,30,0,0,0,0,60,0
Louisiana,Terrebonne,Louisiana Terrebonne,2019,28,0,0,0,0,60,0
Louisiana,West Baton Rouge,Louisiana West Baton Rouge,2019,37,0,8,183,2,80,0
Maine,Androscoggin,Maine Androscoggin,2019,33,0,0,199,0,72,2
Maine,Aroostook,Maine Aroostook,2019,35,0,0,164,0,109,0
Maine,Cumberland,Maine Cumberland,2019,40,1,0,140,0,161,3
Maine,Hancock,Maine Hancock,2019,38,2,0,288,0,15,0
Maine,Kennebec,Maine Kennebec,2019,33,0,50,210,0,10,0
Maine,Knox,Maine Knox,2019,37,0,0,212,0,0,0
Maine,Oxford,Maine Oxford,2019,32,0,0,175,0,98,0
Maine,Penobscot,Maine Penobscot,2019,33,0,0,208,0,92,4
Maine,Washington,Maine Washington,2019,36,0,0,274,0,0,0
Maine,York,Maine York,2019,39,0,0,224,0,0,0
Maryland,Allegany,Maryland Allegany,2019,7,0,0,0,181,0,0
