State,County,State_County,Year,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Connecticut,Hartford,Connecticut Hartford,2016,41,0,65,158,0,143,0
Connecticut,Litchfield,Connecticut Litchfield,2016,38,0,0,335,0,31,0
Connecticut,Middlesex,Connecticut Middlesex,2016,44,0,0,174,0,0,0
Connecticut,New Haven,Connecticut New Haven,2016,44,0,27,217,0,122,0
Connecticut,New London,Connecticut New London,2016,34,0,0,178,0,179,0
Connecticut,Tolland,Connecticut Tolland,2016,41,0,0,176,0,0,0
Connecticut,Windham,Connecticut Windham,2016,35,0,0,358,0,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,Country Of Mexico BAJA CALIFORNIA NORTE,2016,63,0,0,0,0,218,58
Delaware,Kent,Delaware Kent,2016,39,0,0,294,0,70,0
Delaware,New Castle,Delaware New Castle,2016,44,0,14,217,1,134,0
Delaware,Sussex,Delaware Sussex,2016,41,0,0,303,0,63,0
District Of Columbia,District of Columbia,District Of Columbia District of Columbia,2016,47,0,31,164,0,171,0
Florida,Alachua,Florida Alachua,2016,37,0,0,227,0,133,0
Florida,Baker,Florida Baker,2016,34,0,0,358,0,0,0
Florida,Bay,Florida Bay,2016,38,0,0,264,0,102,0
Florida,Brevard,Florida Brevard,2016,39,0,0,292,0,74,0
Florida,Broward,Florida Broward,2016,41,1,23,178,0,160,0
Florida,Citrus,Florida Citrus,2016,33,0,0,0,45,319,0
Florida,Collier,Florida Collier,2016,37,0,0,240,0,126,0
Florida,Columbia,Florida Columbia,2016,38,0,0,223,0,122,0
Florida,Duval,Florida Duval,2016,42,0,2,219,3,142,0
Florida,Escambia,Florida Escambia,2016,41,0,0,308,0,58,0
Florida,Flagler,Florida Flagler,2016,35,0,0,362,0,0,0
Florida,Hamilton,Florida Hamilton,2016,33,0,0,0,0,268,0
Florida,Highlands,Florida Highlands,2016,33,0,0,363,0,0,0
Florida,Hillsborough,Florida Hillsborough,2016,44,1,0,224,15,126,0
Florida,Holmes,Florida Holmes,2016,40,0,0,185,0,181,0
Florida,Indian River,Florida Indian River,2016,39,0,0,340,0,0,0
Florida,Lake,Florida Lake,2016,37,0,0,334,0,0,0
Florida,Lee,Florida Lee,2016,38,0,0,260,0,105,1
Florida,Leon,Florida Leon,2016,40,0,0,172,0,189,0
Florida,Liberty,Florida Liberty,2016,33,0,0,342,0,0,0
Florida,Manatee,Florida Manatee,2016,36,0,0,366,0,0,0
Florida,Marion,Florida Marion,2016,38,0,0,239,0,127,0
Florida,Martin,Florida Martin,2016,38,0,0,244,0,119,0
Florida,Miami-Dade,Florida Miami-Dade,2016,43,0,3,128,0,229,0
Florida,Nassau,Florida Nassau,2016,31,0,0,0,111,225,0
Florida,Okaloosa,Florida Okaloosa,2016,36,0,0,358,0,0,8
Florida,Orange,Florida Orange,2016,40,0,12,220,0,134,0
Florida,Osceola,Florida Osceola,2016,35,0,0,366,0,0,0
Florida,Palm Beach,Florida Palm Beach,2016,41,0,0,143,0,140,76
Florida,Pasco,Florida Pasco,2016,37,0,0,366,0,0,0
Florida,Pinellas,Florida Pinellas,2016,40,0,0,242,0,124,0
Florida,Polk,Florida Polk,2016,39,0,0,244,2,120,0
Florida,Putnam,Florida Putnam,2016,14,0,0,0,14,0,352
Florida,Santa Rosa,Florida Santa Rosa,2016,38,0,0,259,0,107,0
Florida,Sarasota,Florida Sarasota,2016,40,0,0,219,0,147,0
Florida,Seminole,Florida Seminole,2016,38,0,0,341,0,17,7
Florida,St. Lucie,Florida St. Lucie,2016,37,0,0,329,0,0,0
Florida,Volusia,Florida Volusia,2016,38,0,0,253,0,106,0
Florida,Wakulla,Florida Wakulla,2016,37,2,0,236,0,104,0
Georgia,Bibb,Georgia Bibb,2016,42,0,0,146,1,219,0
Georgia,Charlton,Georgia Charlton,2016,23,0,0,0,0,117,0
Georgia,Chatham,Georgia Chatham,2016,39,0,0,135,40,191,0
Georgia,Chattooga,Georgia Chattooga,2016,42,0,0,242,0,0,0
Georgia,Clarke,Georgia Clarke,2016,40,0,0,191,0,171,0
Georgia,Clayton,Georgia Clayton,2016,34,0,0,0,0,121,0
Georgia,Cobb,Georgia Cobb,2016,44,0,0,177,0,174,0
Georgia,Coffee,Georgia Coffee,2016,31,0,0,0,0,43,0
Georgia,Columbia,Georgia Columbia,2016,40,0,0,243,0,0,0
Georgia,Coweta,Georgia Coweta,2016,39,0,0,178,0,188,0
Georgia,Dawson,Georgia Dawson,2016,42,0,0,244,0,0,0
Georgia,DeKalb,Georgia DeKalb,2016,51,0,23,123,0,220,0
Georgia,Dougherty,Georgia Dougherty,2016,36,0,0,0,0,363,0
Georgia,Douglas,Georgia Douglas,2016,43,0,0,245,0,0,0
Georgia,Floyd,Georgia Floyd,2016,35,0,0,0,57,309,0
Georgia,Fulton,Georgia Fulton,2016,48,0,24,103,1,238,0
Georgia,Glynn,Georgia Glynn,2016,35,0,0,182,0,161,0
Georgia,Gwinnett,Georgia Gwinnett,2016,42,0,0,202,0,163,0
Georgia,Hall,Georgia Hall,2016,30,0,0,0,0,119,0
Georgia,Henry,Georgia Henry,2016,40,0,0,200,0,165,0
Georgia,Houston,Georgia Houston,2016,33,0,0,0,0,352,0
Georgia,Lowndes,Georgia Lowndes,2016,33,0,0,0,0,327,0
Georgia,Murray,Georgia Murray,2016,43,0,0,242,0,33,0
Georgia,Muscogee,Georgia Muscogee,2016,40,0,0,175,0,185,0
Georgia,Paulding,Georgia Paulding,2016,44,0,0,124,0,240,0
Georgia,Pike,Georgia Pike,2016,40,0,0,339,0,0,0
Georgia,Richmond,Georgia Richmond,2016,40,0,0,146,32,187,0
Georgia,Rockdale,Georgia Rockdale,2016,44,0,0,240,0,0,0
Georgia,Sumter,Georgia Sumter,2016,39,0,0,245,0,0,0
Georgia,Walker,Georgia Walker,2016,38,0,0,0,0,348,0
Georgia,Washington,Georgia Washington,2016,29,0,0,0,0,119,0
Georgia,Wilkinson,Georgia Wilkinson,2016,33,0,0,0,0,117,0
Hawaii,Hawaii,Hawaii Hawaii,2016,151,0,0,0,353,13,0
Hawaii,Honolulu,Hawaii Honolulu,2016,31,0,1,282,0,62,21
Hawaii,Kauai,Hawaii Kauai,2016,14,0,58,0,4,296,0
Hawaii,Maui,Hawaii Maui,2016,21,0,0,0,0,366,0
Idaho,Ada,Idaho Ada,2016,38,0,24,270,0,62,10
Idaho,Bannock,Idaho Bannock,2016,30,0,0,0,80,249,37
Idaho,Benewah,Idaho Benewah,2016,33,0,0,0,0,366,0
Idaho,Blaine,Idaho Blaine,2016,8,0,0,0,0,113,0
Idaho,Boise,Idaho Boise,2016,29,0,0,0,0,363,0
Idaho,Bonner,Idaho Bonner,2016,20,0,0,0,0,309,57
Idaho,Bonneville,Idaho Bonneville,2016,26,0,0,0,0,324,0
Idaho,Butte,Idaho Butte,2016,39,0,0,359,0,3,0
Idaho,Canyon,Idaho Canyon,2016,38,0,0,0,0,346,20
Idaho,Caribou,Idaho Caribou,2016,3,0,0,0,357,0,0
Idaho,Custer,Idaho Custer,2016,8,0,0,0,0,116,0
Idaho,Franklin,Idaho Franklin,2016,25,0,0,0,0,357,0
Idaho,Idaho,Idaho Idaho,2016,30,0,0,30,0,336,0
Idaho,Jerome,Idaho Jerome,2016,13,0,0,0,0,199,0
Idaho,Kootenai,Idaho Kootenai,2016,22,0,0,0,0,351,0
Idaho,Latah,Idaho Latah,2016,8,0,0,0,0,270,0
Idaho,Lemhi,Idaho Lemhi,2016,38,0,0,0,0,364,0
Idaho,Nez Perce,Idaho Nez Perce,2016,23,0,0,0,0,366,0
Idaho,Shoshone,Idaho Shoshone,2016,35,0,0,0,0,364,2
Idaho,Twin Falls,Idaho Twin Falls,2016,17,0,0,0,0,352,0
Idaho,Valley,Idaho Valley,2016,13,0,0,0,0,348,0
Illinois,Adams,Illinois Adams,2016,36,0,0,214,0,0,0
Illinois,Champaign,Illinois Champaign,2016,39,0,0,265,0,101,0
Illinois,Clark,Illinois Clark,2016,38,0,0,203,0,0,0
Illinois,Cook,Illinois Cook,2016,51,0,59,132,0,160,15
Illinois,DuPage,Illinois DuPage,2016,40,0,0,178,0,63,0
Illinois,Effingham,Illinois Effingham,2016,39,0,0,214,0,0,0
Illinois,Hamilton,Illinois Hamilton,2016,39,0,0,170,0,115,0
Illinois,Jersey,Illinois Jersey,2016,40,0,0,183,0,112,0
Illinois,Jo Daviess,Illinois Jo Daviess,2016,33,0,0,350,0,0,0
Illinois,Kane,Illinois Kane,2016,35,0,0,310,0,48,0
Illinois,La Salle,Illinois La Salle,2016,1,0,0,0,350,0,0
Illinois,Lake,Illinois Lake,2016,34,0,0,346,0,0,0
Illinois,Macon,Illinois Macon,2016,41,0,0,181,29,156,0
Illinois,Macoupin,Illinois Macoupin,2016,26,0,0,203,159,0,0
Illinois,Madison,Illinois Madison,2016,44,0,0,203,1,161,1
Illinois,McHenry,Illinois McHenry,2016,37,0,0,217,0,145,0
Illinois,McLean,Illinois McLean,2016,38,0,0,294,0,72,0
Illinois,Monroe,Illinois Monroe,2016,1,0,0,0,245,0,0
Illinois,Peoria,Illinois Peoria,2016,41,0,0,192,4,170,0
Illinois,Randolph,Illinois Randolph,2016,39,0,0,170,0,125,0
Illinois,Rock Island,Illinois Rock Island,2016,33,0,0,306,0,37,0
Illinois,Saint Clair,Illinois Saint Clair,2016,40,0,27,214,0,125,0
Illinois,Sangamon,Illinois Sangamon,2016,35,0,0,323,0,41,0
Illinois,Tazewell,Illinois Tazewell,2016,3,0,0,0,236,0,0
Illinois,Wabash,Illinois Wabash,2016,3,0,0,0,364,0,0
Illinois,Will,Illinois Will,2016,40,0,0,195,0,170,0
Illinois,Winnebago,Illinois Winnebago,2016,34,0,0,314,0,40,0
Indiana,Allen,Indiana Allen,2016,40,0,0,149,0,209,0
Indiana,Bartholomew,Indiana Bartholomew,2016,40,0,6,139,0,221,0
Indiana,Boone,Indiana Boone,2016,40,0,0,181,0,0,0
Indiana,Brown,Indiana Brown,2016,36,0,0,138,0,0,0
Indiana,Carroll,Indiana Carroll,2016,39,0,0,182,0,0,0
Indiana,Clark,Indiana Clark,2016,42,0,0,157,0,208,0
Indiana,Daviess,Indiana Daviess,2016,4,0,0,0,354,0,0
Indiana,Delaware,Indiana Delaware,2016,39,0,0,156,0,74,0
Indiana,Dubois,Indiana Dubois,2016,33,0,0,0,0,125,2
Indiana,Elkhart,Indiana Elkhart,2016,39,0,0,140,0,218,0
Indiana,Floyd,Indiana Floyd,2016,40,0,0,193,3,170,0
Indiana,Fountain,Indiana Fountain,2016,3,0,0,0,175,0,0
Indiana,Gibson,Indiana Gibson,2016,3,0,0,0,366,0,0
Indiana,Greene,Indiana Greene,2016,40,0,0,172,0,72,0
Indiana,Hamilton,Indiana Hamilton,2016,41,0,0,120,0,239,0
Indiana,Hendricks,Indiana Hendricks,2016,40,0,0,183,0,0,0
Indiana,Henry,Indiana Henry,2016,28,0,0,0,0,119,0
Indiana,Howard,Indiana Howard,2016,36,0,0,0,0,325,0
Indiana,Huntington,Indiana Huntington,2016,37,0,0,180,0,0,0
Indiana,Jackson,Indiana Jackson,2016,40,0,0,183,0,0,0
Indiana,Johnson,Indiana Johnson,2016,38,0,0,183,0,0,0
Indiana,Knox,Indiana Knox,2016,35,0,0,359,0,0,0
Indiana,LaPorte,Indiana LaPorte,2016,36,0,0,169,0,75,0
Indiana,Lake,Indiana Lake,2016,40,1,16,113,7,221,8
Indiana,Madison,Indiana Madison,2016,38,0,0,136,0,222,0
Indiana,Marion,Indiana Marion,2016,48,0,4,138,1,221,2
Indiana,Monroe,Indiana Monroe,2016,25,0,0,0,0,354,0
Indiana,Morgan,Indiana Morgan,2016,24,0,0,183,183,0,0
Indiana,Perry,Indiana Perry,2016,41,0,0,183,0,0,0
Indiana,Pike,Indiana Pike,2016,3,0,0,0,363,0,0
Indiana,Porter,Indiana Porter,2016,38,0,0,156,14,172,24
Indiana,Posey,Indiana Posey,2016,39,0,0,181,0,0,0
Indiana,Shelby,Indiana Shelby,2016,39,0,0,183,0,0,0
Indiana,Spencer,Indiana Spencer,2016,32,0,0,0,0,118,0
Indiana,St. Joseph,Indiana St. Joseph,2016,41,0,19,146,0,199,0
Indiana,Tippecanoe,Indiana Tippecanoe,2016,30,0,0,0,0,347,0
Indiana,Vanderburgh,Indiana Vanderburgh,2016,41,2,3,209,0,150,0
Indiana,Vigo,Indiana Vigo,2016,43,0,0,126,29,211,0
Indiana,Wabash,Indiana Wabash,2016,35,0,0,347,0,0,0
Indiana,Warrick,Indiana Warrick,2016,41,0,0,183,60,0,0
Indiana,Wayne,Indiana Wayne,2016,4,0,0,0,366,0,0
Indiana,Whitley,Indiana Whitley,2016,30,0,14,0,0,342,0
Iowa,Black Hawk,Iowa Black Hawk,2016,38,0,0,0,0,364,0
Iowa,Bremer,Iowa Bremer,2016,33,0,0,213,0,0,0
Iowa,Cerro Gordo,Iowa Cerro Gordo,2016,15,0,0,0,0,0,350
Iowa,Clinton,Iowa Clinton,2016,52,0,0,71,2,293,0
Iowa,Delaware,Iowa Delaware,2016,24,0,0,0,0,105,23
Iowa,Harrison,Iowa Harrison,2016,37,0,0,212,0,0,0
Iowa,Johnson,Iowa Johnson,2016,33,0,0,0,0,363,3
Iowa,Lee,Iowa Lee,2016,32,0,0,0,0,113,0
Iowa,Linn,Iowa Linn,2016,40,0,0,118,19,227,2
Iowa,Montgomery,Iowa Montgomery,2016,38,0,0,161,0,205,0
Iowa,Muscatine,Iowa Muscatine,2016,38,0,0,0,15,350,1
Iowa,Palo Alto,Iowa Palo Alto,2016,36,0,0,149,0,214,3
Iowa,Polk,Iowa Polk,2016,37,0,8,137,0,219,2
Iowa,Pottawattamie,Iowa Pottawattamie,2016,29,0,0,0,0,112,25
Iowa,Scott,Iowa Scott,2016,55,0,0,71,0,218,77
Iowa,Story,Iowa Story,2016,35,0,0,212,0,0,0
Iowa,Van Buren,Iowa Van Buren,2016,43,0,0,125,0,241,0
Iowa,Warren,Iowa Warren,2016,33,0,0,212,0,0,0
Iowa,Woodbury,Iowa Woodbury,2016,0,0,0,0,239,106,21
Kansas,Chase,Kansas Chase,2016,18,0,0,0,0,118,0
Kansas,Ford,Kansas Ford,2016,16,0,0,0,0,0,366
Kansas,Johnson,Kansas Johnson,2016,35,0,0,311,0,55,0
Kansas,Leavenworth,Kansas Leavenworth,2016,35,0,0,362,0,0,0
Kansas,Neosho,Kansas Neosho,2016,36,0,0,329,0,33,4
Kansas,Sedgwick,Kansas Sedgwick,2016,40,0,13,269,0,43,41
Kansas,Shawnee,Kansas Shawnee,2016,36,0,0,329,0,32,5
Kansas,Sherman,Kansas Sherman,2016,20,0,0,0,0,0,58
Kansas,Sumner,Kansas Sumner,2016,37,0,2,336,2,24,0
Kansas,Trego,Kansas Trego,2016,38,0,0,342,0,24,0
Kansas,Wyandotte,Kansas Wyandotte,2016,40,0,17,192,0,154,2
Kentucky,Bell,Kentucky Bell,2016,39,0,0,235,0,26,0
Kentucky,Boone,Kentucky Boone,2016,38,0,0,241,0,0,0
Kentucky,Boyd,Kentucky Boyd,2016,42,0,8,128,1,227,2
Kentucky,Bullitt,Kentucky Bullitt,2016,39,0,0,236,0,0,0
Kentucky,Campbell,Kentucky Campbell,2016,44,0,5,126,1,231,0
Kentucky,Carter,Kentucky Carter,2016,37,0,0,229,0,56,1
Kentucky,Christian,Kentucky Christian,2016,39,0,0,222,0,61,0
Kentucky,Daviess,Kentucky Daviess,2016,44,0,0,79,1,286,0
Kentucky,Edmonson,Kentucky Edmonson,2016,36,1,0,312,2,20,0
Kentucky,Fayette,Kentucky Fayette,2016,39,0,30,204,0,128,0
Kentucky,Greenup,Kentucky Greenup,2016,31,0,0,245,121,0,0
Kentucky,Hancock,Kentucky Hancock,2016,39,0,0,242,0,0,0
Kentucky,Hardin,Kentucky Hardin,2016,43,0,0,103,0,261,0
Kentucky,Henderson,Kentucky Henderson,2016,43,0,0,111,0,255,0
Kentucky,Jefferson,Kentucky Jefferson,2016,48,0,14,171,1,180,0
Kentucky,Jessamine,Kentucky Jessamine,2016,35,0,0,245,121,0,0
Kentucky,Livingston,Kentucky Livingston,2016,39,0,0,240,0,0,20
Kentucky,Madison,Kentucky Madison,2016,30,0,0,0,0,97,0
Kentucky,McCracken,Kentucky McCracken,2016,43,0,1,91,1,273,0
Kentucky,Morgan,Kentucky Morgan,2016,37,0,0,365,0,0,0
Kentucky,Oldham,Kentucky Oldham,2016,41,0,0,241,0,0,0
Kentucky,Perry,Kentucky Perry,2016,41,0,0,88,0,264,0
Kentucky,Pike,Kentucky Pike,2016,41,0,0,120,0,246,0
Kentucky,Pulaski,Kentucky Pulaski,2016,39,0,0,212,0,66,0
Kentucky,Simpson,Kentucky Simpson,2016,40,0,0,243,0,0,0
Kentucky,Trigg,Kentucky Trigg,2016,36,0,0,357,0,0,0
Kentucky,Warren,Kentucky Warren,2016,41,0,0,125,0,240,0
Kentucky,Washington,Kentucky Washington,2016,38,0,0,359,0,0,0
Louisiana,Ascension,Louisiana Ascension,2016,36,0,10,355,0,0,0
Louisiana,Bossier,Louisiana Bossier,2016,39,0,0,220,0,139,7
Louisiana,Caddo,Louisiana Caddo,2016,36,0,0,280,0,74,0
Louisiana,Calcasieu,Louisiana Calcasieu,2016,44,0,1,112,7,246,0
Louisiana,East Baton Rouge,Louisiana East Baton Rouge,2016,48,0,4,106,0,253,3
Louisiana,Iberville,Louisiana Iberville,2016,39,0,0,334,0,32,0
Louisiana,Jefferson,Louisiana Jefferson,2016,39,0,6,308,0,52,0
Louisiana,Lafayette,Louisiana Lafayette,2016,40,0,0,262,0,104,0
Louisiana,Lafourche,Louisiana Lafourche,2016,36,0,0,297,0,69,0
Louisiana,Livingston,Louisiana Livingston,2016,43,0,1,154,0,204,0
Louisiana,Orleans,Louisiana Orleans,2016,38,0,40,0,0,326,0
Louisiana,Ouachita,Louisiana Ouachita,2016,36,0,0,286,0,58,0
Louisiana,Pointe Coupee,Louisiana Pointe Coupee,2016,33,0,0,365,0,0,0
Louisiana,Rapides,Louisiana Rapides,2016,34,0,0,0,0,102,0
Louisiana,St. Bernard,Louisiana St. Bernard,2016,42,0,0,190,65,111,0
